member_id,cate,prev_date,change_date,action_type,value_before,value_after,direction
17655475,107,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,108,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,109,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,110,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,111,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,112,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,113,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,117,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,121,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,128,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,301,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,5008,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,5009,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,5010,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,5011,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,5031,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17657393,101,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,102,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,103,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,104,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,105,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,106,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,107,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,108,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,109,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,110,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,111,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,112,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,113,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,117,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,121,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,128,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,301,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
17657393,5031,2026-04-20,2026-06-20,最大可贏,1000.0,800.0,收紧
23540666,101,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,102,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,103,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,104,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,105,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,106,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,107,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,108,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,109,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,110,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,111,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,112,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,113,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,117,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,121,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,128,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,301,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,5008,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,5009,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,5010,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,5011,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
23540666,5031,2026-05-18,2026-07-13,最大可贏,250000.0,400000.0,放宽
25915691,101,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,102,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,103,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,104,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,105,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,106,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,107,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,108,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,109,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,110,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,111,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,112,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,113,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,117,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,121,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,128,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,301,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,5008,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,5009,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,5010,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,5011,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
25915691,5031,2026-05-18,2026-07-13,最大可贏,600000.0,400000.0,收紧
51576515,101,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,102,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,103,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,104,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,105,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,106,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,107,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,108,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,110,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,111,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,112,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,113,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,117,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,121,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,128,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,301,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,5008,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,5009,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,5010,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
51576515,5011,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽
