member_id,流水贡献,游戏输赢贡献,活跃稳定,退水支出,n_ip,n_chain,人工标记史,投注产品结构熵,索提诺稳定性,生命周期阶段
147961484,10612805.34,-270800.6705,56,84902.44276,68,1,0,0.697118585,3.991354099,130
52373518,10605170.92,168257.3294,109,0.00E+00,83,1,0,0.225323506,-0.10119595,133.05762
144136372,10599255.78,277347.8885,43,0.00E+00,18,1,0,0.005599525,0.130453299,73.388519
150389642,10469861.79,183694.2898,70,0.00E+00,222,1,0,0.728112845,0.443107379,77
146490510,10446562.53,284584.0347,20,0.00E+00,22,1,0,0.740848786,0.169322869,121.518045
152965278,10433790.76,241470.4484,12,0.00E+00,7,1,0,0.520579314,-0.116527435,10.8777
147066027,10388612.33,195975.0411,68,83108.89866,149,1,0,0.677421409,-0.392325582,133.064712
146165294,10258406.83,50188.99993,93,0.00E+00,25,1,0,0.701997565,0.015505033,119.719482
146618930,10231658.44,16181.2485,126,0.00E+00,28,1,0,0.945562997,0.059320026,139
5967629,10186185.03,-65587.16935,77,0.00E+00,163,1,0,0.694082306,0.072058698,116.035963
135064604,10159629.36,300412.6001,61,0.00E+00,44,1,0,1.09118314,-0.532291782,56.345344
30889113,10104449.9,249051.2989,64,0.00E+00,118,1,0,0.649880578,-0.484795292,125.32377
86297985,10083788.8,228224.8332,55,0.00E+00,45,1,0,1.246769682,-0.526116973,134
151337438,10070693,-39432.05,17,0.00E+00,28,1,0,0.7845461,0.059988893,55.597136
3670972,10027791.42,318433.678,11,0.00E+00,28,1,0,0.693749313,-0.679162438,128
113555561,9985920.291,-22359.88406,66,0.00E+00,132,1,0,0.584787077,1.288618162,114.21585
111902618,9964011.883,45598.3552,106,0.00E+00,285,1,0,0.523872173,-0.383956493,133.064712
132403270,9936795.5,-14885.5,106,0.00E+00,89,1,0,0.801162669,-0.367943057,137
31160697,9906952.172,213241.8427,130,0.00E+00,648,1,0,0.723794493,0.106864414,139
87881808,9761690,-85101.65,100,0.00E+00,136,1,0,0.617131962,-0.247356257,138
125555111,9614479.36,68946.60442,117,76912.53183,245,1,12,0.675474517,0.582792689,134.043232
146650259,9568567.635,363392.8661,127,0.00E+00,22,1,0,1.112050744,-0.146569392,138
16555063,9541471.928,10094.57906,31,0.00E+00,51,1,0,0.777007956,-0.585416807,138
10649454,9407553.348,106490.9788,94,0.00E+00,331,1,0,0.631022888,-0.489694147,129.179886
152663338,9399979,223382.4,23,0.00E+00,34,1,0,0.718961474,-0.256503443,29.56836
150879886,9387295.628,-144136.9881,52,0.00E+00,19,1,0,0.69203671,-0.411361377,66
81184669,9369057.126,79616.07151,34,0.00E+00,92,1,0,0.798438583,-0.453066558,107.16552
117585962,9341757.144,331722.3072,24,0.00E+00,60,1,0,0.680255229,0.194611798,97.366929
148947518,9254276.274,47120.22867,77,0.00E+00,194,1,0,0.691034139,-0.325108957,108
146620806,9243013.365,385114.165,94,0.00E+00,54,1,0,0.002596326,-0.353426904,137.007228
143809077,9226697.907,133695.5367,123,0.00E+00,2,1,0,1.102993043,-0.380022876,135
151374912,9209711,302908.25,49,0.00E+00,44,1,0,1.323861763,-0.280564827,56
146490625,9200742.563,250653.1473,22,0.00E+00,31,1,2,0.797836261,-0.186142022,106.496398
144992047,9093129,-57113,110,0.00E+00,148,1,0,0.762959397,0.113926821,127.259055
152638809,8935304.514,7852.811228,4,0.00E+00,3,1,0,0.820338092,0.66333261,3.194244
142923350,8924385.933,-37453.55139,12,0.00E+00,1,1,0,1.468100702,-0.415053993,11.208632
150217875,8921330.459,-38781.6155,8,0.00E+00,8,1,0,0.679743713,-0.379889232,81
124432705,8914022.129,233494.3665,55,0.00E+00,47,1,0,0.735497324,-0.458956734,133.05762
152881659,8889123.543,85951.58852,10,0.00E+00,8,1,0,1.039019924,0.554019802,27
145086156,8842685.755,129134.1418,35,0.00E+00,14,1,0,0.694388312,-0.479588462,127.251828
50221060,8840445.727,226156.6325,72,0.00E+00,79,1,0,0.611321151,-0.526486992,97.59717
110647553,8838887.102,209218.6778,19,0.00E+00,43,1,0,0.616760011,-0.664415694,32.266195
151746539,8799780,647798.9,38,0.00E+00,38,1,0,0.843023558,-0.363087399,42
146370069,8739731.556,-51799.35043,19,0.00E+00,2,1,0,1.00795222,0.073577253,4.316544
131024857,8696318,149954,37,0.00E+00,38,1,0,0,-0.445774489,137
152608339,8590266.179,62329.97837,6,68722.12943,38,1,0,0.664874442,0.165213939,4.83453
150826940,8562736,-124011.75,51,0.00E+00,68,1,0,0.68160086,-0.344518762,52.489191
151236358,8532767.225,26342.60059,4,0.00E+00,3,1,0,0.719569271,-0.143678427,3.057555
34153361,8490855,84031.05,67,0.00E+00,70,1,0,0.693236991,-0.268442022,115.122294
69773318,8376265,452.1,55,0.00E+00,38,1,0,0.691698638,-0.58446232,137
110651214,8337152,-37922.35,13,0.00E+00,19,1,0,0.951954428,0.831103751,22.79136
139931094,8292018.837,111709.4045,20,0.00E+00,32,1,0,0.721273094,-0.733835839,20.71944
17199687,8288780.514,93241.54012,102,0.00E+00,53,1,0,0.694163367,-0.301235738,139
146890483,8224447.091,201286.8112,126,0.00E+00,2,1,0,1.036825406,-0.106189437,137.007228
91099680,8168834.5,152829.5,89,0.00E+00,38,1,0,0.665088054,-0.333486475,82.366888
136732690,8155931.391,525805.1456,131,0.00E+00,168,1,0,0.390782686,-0.649844959,139
102102196,8124051,107303.25,63,0.00E+00,22,1,0,0.758785216,-0.312869875,122.115138
151174104,8086954,115617.9,34,0.00E+00,27,1,0,1.280690327,-0.565893004,37.741014
84877977,8052401.232,36969.21153,69,0.00E+00,122,1,0,0.693101986,-0.129072052,70.51077
152950931,7981117.95,-4891.033106,3,0.00E+00,18,1,0,0.641257011,0.544982014,2.525181
124090781,7958022.423,139195.1691,76,0.00E+00,79,1,0,0.424128499,0.138548611,133.064712
125550392,7947910.238,-96911.03167,95,0.00E+00,80,1,0,0.631958036,-0.38377463,133.05762
151398759,7939066,308375,30,0.00E+00,49,1,0,1.283273279,-0.587491311,31.338144
118670037,7881629.189,152250.4106,70,0.00E+00,113,1,0,0.68343996,-0.362262039,133.064712
118885977,7843813.077,120635.3836,21,0.00E+00,11,1,0,0.68809488,-0.128427669,127.079168
142673277,7840058.401,-81079.35486,135,0.00E+00,155,1,0,0.67681359,0.904727888,138
4502230,7825379.514,-137767.4167,37,0.00E+00,73,1,0,0.655203186,-0.491584677,123.280542
152174446,7634641.087,39722.26151,29,0.00E+00,60,1,0,0.693114361,-0.225905071,41
147470875,7626789.434,-43838.10208,84,0.00E+00,92,1,0,0.658764196,-0.058448697,135
145459401,7599838.06,225046.371,53,0.00E+00,56,1,0,0.66623562,-0.632100129,136
49285724,7599499.052,132109.548,139,0.00E+00,604,1,0,0.763454485,-0.479811148,139
111633198,7593613.084,46104.33881,80,0.00E+00,61,1,0,0.722265174,-0.107251453,126
143809080,7449458.549,264665.3307,114,0.00E+00,2,1,0,1.051812826,-0.254902535,137
46280768,7388081.937,40069.89988,80,0.00E+00,308,1,0,0.642029712,-0.159605662,123.280542
139793826,7344892.578,63524.41878,126,0.00E+00,193,1,0,0.694509137,-0.130418894,138
148056199,7306393.103,509324.1379,4,0.00E+00,7,1,0,0.691173924,-0.143513903,0.431656
122578576,7302668.366,-47425.49231,60,0.00E+00,126,1,0,0.612949334,0.220407861,138
115716807,7144228.983,235147.5235,128,0.00E+00,23,1,0,0.000380356,0.203367257,133
125783090,7130929.407,63755.8508,99,0.00E+00,129,1,0,0.680294573,-0.48192726,135
149621646,7116094.547,189559.4976,39,64044.85093,21,1,0,0.945360481,0.100669252,81.66904
150504664,7092502,-144946.25,22,0.00E+00,17,1,0,0.715027087,-0.153255346,57.561147
144317473,7078861.68,51000.15376,110,0.00E+00,30,1,0,0.722863178,-0.43591072,139
152481207,7073846.357,-349391.4714,15,0.00E+00,4,1,0,0.015911059,,35
131392103,7053548.548,247083.0242,34,63481.93693,23,1,0,0.893988599,0.297948377,25.17984
140795960,7046397.029,138423.374,7,0.00E+00,9,1,0,0.743324414,-0.534794022,3.237408
26979969,7009090.909,46077.84694,3,56072.72727,2,1,1,0.51087082,2.387253009,0.107913
129731589,6993972.811,49998.38572,111,0.00E+00,156,1,0,0.687864773,-0.425853281,134.02881
19570235,6981881.79,66426.62351,129,0.00E+00,243,1,0,0.668717496,-0.234694204,137
147453796,6860393.007,176923.3466,85,0.00E+00,94,1,0,0.799487116,-0.24592256,121
146239561,6836871,144223.75,25,0.00E+00,56,1,0,1.001876806,-0.286089438,4.4964
146837036,6822230.408,205115.7667,104,0.00E+00,63,1,0,0.635843396,-0.518780752,120.647508
149354571,6764630.761,43644.81494,20,60881.67685,2,1,0,0.770687892,5.149773923,11.223024
150526480,6758216.853,326586.0817,26,0.00E+00,41,1,0,0.317794012,-0.272601496,64
128924640,6756454.887,142929.1524,58,0.00E+00,157,1,0,0.629077963,-0.28065927,98.820117
145869046,6733193.035,91527.29248,44,0.00E+00,5,1,0,0.692515716,-0.134702876,24.863328
146672612,6708722.989,-90385.38911,58,0.00E+00,82,1,0,0.688735972,1.262922664,119.712256
151521346,6705462.526,149924.7249,26,0.00E+00,8,1,0,0.684150454,-0.603705814,44.971245
103571024,6666512.013,18831.52608,34,0.00E+00,36,1,0,0.694017812,-0.6596187,92.661856
145745081,6647664.811,312978.5286,41,0.00E+00,25,1,0,0.865920617,-0.607117904,133.064712
151290616,6616887.412,431704.153,2,0.00E+00,2,1,0,0.743349182,-0.931731683,1.208634
146554769,6605633.28,112417.7334,11,0.00E+00,14,1,1,0.76308951,2.692318472,91.856128
148128652,6546553.67,-76173.08268,84,0.00E+00,55,1,0,1.027799402,-0.371103018,123.2015
112722313,6508822.781,71263.74128,18,0.00E+00,25,1,0,0.690769578,-0.70688729,4.4892
69925481,6477471.852,-97967.9589,107,0.00E+00,223,1,0,0.308444122,-0.270547203,139
103293925,6450747.283,-324439.538,5,0.00E+00,3,1,0,1.037361339,-0.290738184,7.575543
146649963,6403060.667,10413.17653,106,0.00E+00,25,1,0,1.018717635,-0.040648104,139
111675761,6379409,226295.8,123,0.00E+00,162,1,0,0.698186284,-0.629877793,139
48213845,6375625.41,96957.66323,58,0.00E+00,7,1,0,0.693068505,-0.264650591,50.115105
55336879,6357706.942,40256.86259,121,0.00E+00,475,1,0,0.88986971,0.235650366,139
151329258,6323001,75062.5,16,0.00E+00,17,1,0,0.69166057,-0.418251423,25.582732
148308620,6304625.314,275633.9315,103,0.00E+00,2,1,0,1.049890998,-0.373309884,117
149170269,6288572,7480.6,27,0.00E+00,22,1,0,0.865719087,-0.413918615,95.884866
152830469,6277662,151906.3,17,0.00E+00,51,1,0,0.702651999,-0.081898142,28
122550337,6135611.911,87329.69642,132,0.00E+00,60,1,0,0.543847341,-0.509520379,139
16692086,6128198.944,180419.259,55,0.00E+00,162,1,0,0.867670652,-0.274534858,136
123912595,6105752.367,338498.674,33,0.00E+00,15,1,0,0.981096826,-0.618005262,136.014422
142439244,6098041.484,-32462.55721,113,0.00E+00,63,1,0,0.686862904,0.497070954,138
131154608,6080639.747,473065.7996,31,0.00E+00,16,1,0,0.659139556,-0.706659311,126.30222
144451896,6076346,-425522.9,43,0.00E+00,42,1,0,0.686795902,-0.538471663,134.02881
153196424,6074130.878,78488.93207,16,0.00E+00,12,1,0,0.835948759,-0.441442958,17.870508
142050158,6073320.104,81210.6711,94,0.00E+00,137,1,0,0.692437181,-0.385129819,101.877685
109511191,6048894.722,-34046.0406,5,0.00E+00,15,1,0,0.693118244,0.521144509,0.345324
150867837,6047038.898,146660.3136,3,0.00E+00,6,1,0,0.725111707,-0.965619457,4.532375
132513825,6044969.201,24878.77472,48,0.00E+00,22,1,0,0.692745849,-0.282428341,80.07195
150867869,6034555.142,91608.89717,1,0.00E+00,4,1,0,0.70276621,-1,0.913669
151565269,6022759.5,111777.1,29,0.00E+00,16,1,0,0.738260528,-0.527566451,38.93524
123152544,6020916.734,10364.97492,66,0.00E+00,184,1,0,0.722008759,-0.434257482,116.302216
142013921,6008290.547,447332.7632,119,0.00E+00,359,1,0,0.748966561,-0.03019934,137
151093430,5997262.888,163480.522,5,0.00E+00,8,1,0,1.501531369,1.743882401,3.582732
48037496,5993606,256391.8,104,0.00E+00,214,1,0,1.003550114,0.183429093,139
109105108,5949685.029,317275.2517,26,0.00E+00,56,1,0,0.698856375,-0.466136426,55.712272
149581028,5935426.951,-544899.6954,1,0.00E+00,1,1,0,0.69308787,,0.330935
44612304,5904800.713,95485.95873,24,0.00E+00,58,1,0,1.068047686,-0.189844578,58.266164
96383219,5899860.969,-22407.46003,40,0.00E+00,60,1,0,0.690634737,-0.49631345,134
147959427,5882411.103,-137979.0931,27,47059.28882,41,1,0,0.694344559,0.375800609,115
129922695,5874900.886,207831.2328,21,0.00E+00,14,1,0,0.691269911,-0.472976219,23.374104
146024475,5818674.631,48651.18097,91,0.00E+00,21,1,0,0.690792873,0.383391295,132.086295
20632485,5809297.55,-23004.78833,67,0.00E+00,18,1,0,0.684251864,0.081635646,114
140264598,5791590.452,27382.04733,80,0.00E+00,251,1,0,0.546765783,0.015787119,135.021616
124277642,5773679.001,27597.48882,40,0.00E+00,94,1,0,0.747717685,-0.261883342,139
152008294,5768839,212879.9,14,0.00E+00,12,1,0,0.668378056,-0.290661188,17.525172
152309802,5731675.639,130623.3549,9,0.00E+00,1,1,0,0.796885219,-0.329756289,20.546757
136079468,5717433,-34380.5,110,0.00E+00,37,1,0,0.62667396,-0.546378971,139
59889161,5683036.805,192608.7388,24,0.00E+00,9,1,0,0.704805373,0.428862265,84
151632207,5664763.45,-225036.145,21,0.00E+00,7,1,0,0.693109533,-0.119212022,51
114789612,5654260.901,323551.5931,25,0.00E+00,38,1,0,0.734024205,-0.297210363,64.920818
73539171,5651669.937,74371.018,108,0.00E+00,20,1,0,0.682874063,-0.207842458,136.014422
150477051,5651623.603,-11507.07053,3,0.00E+00,3,1,0,0.720553165,-0.591732299,1.42446
142010693,5632403.1,15539.42304,70,0.00E+00,165,1,0,0.693428886,-0.121118855,135.028844
152010424,5614939.769,205791.7849,8,0.00E+00,33,1,0,0.831332792,-0.091239292,6.798564
143809008,5606515.535,99106.6201,117,0.00E+00,2,1,0,0.970272563,-0.087672366,136.014422
150406506,5594273.743,-33366.79469,3,0.00E+00,2,1,0,0.716527278,0.417570168,1.402878
146790744,5577722.858,190312.2485,49,0.00E+00,51,1,0,0.896722033,-0.336649103,91.856128
107312460,5536697.674,-5498.695631,110,0.00E+00,79,1,0,0.689827659,-0.242664171,118
151584133,5533117.503,-16742.71315,30,0.00E+00,102,1,0,0.20915241,-0.127382119,47.942433
148426366,5502287,-813783,7,0.00E+00,7,1,0,0.702305337,0.677897172,8.935245
146312689,5483740.685,100612.4487,112,0.00E+00,191,1,0,0.693200908,-0.548898179,138
151653350,5479266.97,-9130.140065,35,43834.13576,24,1,0,0.890814783,-0.152925695,48.294988
151572366,5477127.318,429481.0605,4,0.00E+00,8,1,0,0,-0.738809002,2.618704
125592124,5461370.089,43889.02642,82,0.00E+00,146,1,0,0.719930896,-0.602677341,125.345385
149751262,5455110.12,41745.65093,28,0.00E+00,2,1,0,0.693146388,-0.175353346,58.079163
147141979,5419768.354,-8032.467582,53,0.00E+00,142,1,0,0.743688276,-0.555559718,64.928035
146509710,5411513.835,122932.8091,22,16234.5415,40,1,0,0.693143201,-0.583621798,14.877676
22236980,5396939.059,129887.5168,81,0.00E+00,147,1,0,0.18280352,-0.508180851,81.58269
65449202,5377903.58,252378.3008,136,0.00E+00,659,1,0,1.054237094,-0.556945103,138
112955939,5371322.485,112568.5933,100,0.00E+00,438,1,0,0.735735498,-0.240055199,106.04319
21463038,5366675.585,176496.1419,48,0.00E+00,84,1,0,0.720834312,0.19234879,128.071974
142268890,5355200.703,101722.3974,115,0.00E+00,49,1,0,0.654331909,-0.141711774,123.460426
152259158,5332201.087,63926.63043,11,0.00E+00,23,1,0,0.687721827,-0.180925382,16.402871
7846363,5323862.384,57328.31306,63,0.00E+00,93,1,0,0.83891933,0.053411076,123.280542
151759490,5323075.138,227999.7663,12,42584.6011,33,1,0,0.949395879,-0.262044767,9.496404
89074083,5321259.234,-251507.0346,41,0.00E+00,41,1,0,0.692192212,0.801174341,64.928035
151964271,5310245.034,204773.6016,20,0.00E+00,31,1,0,0.974608144,-0.114343203,21.402875
143861915,5302521.821,15425.85652,29,0.00E+00,17,1,0,0.01151178,1.134197275,130.100784
149046308,5297664.932,92955.75306,98,0.00E+00,19,1,0,0.276237462,0.334533985,102.503648
152010278,5286618.254,-1463.213177,16,0.00E+00,24,1,0,0.86394272,0.161154137,12.776976
142006751,5278605.299,88566.84113,135,0.00E+00,160,1,0,0.701313807,0.175195055,139
149213200,5275330.008,56319.32818,40,0.00E+00,70,1,0,0.753964706,-0.114278267,91.85616
149507300,5273631.352,66699.31094,9,0.00E+00,17,1,0,0.910994942,-0.481144922,11.568336
151471999,5256697,80278.9,15,0.00E+00,21,1,0,0.830314736,-0.415725596,37.165475
148128773,5251905.63,81433.5664,84,0.00E+00,1,1,0,1.01063846,0.036803891,125.093556
144709469,5236589.038,-149736.0767,4,52365.89038,3,1,1,0.0763847,10.86853303,5.244615
139269753,5233450.453,-287890.4981,20,0.00E+00,22,1,0,0.720108861,-0.282124187,75.568301
133107019,5193932.384,60407.28536,65,0.00E+00,181,1,0,0.556632189,0.042303368,129.179886
134920997,5186340.995,61536.76149,124,15559.02299,297,1,0,0.693624492,-0.407377307,138
130189367,5164490.006,22538.91,14,0.00E+00,29,1,0,0.943256934,3.378289597,3.17985
25915691,5149354.259,16348.12557,130,0.00E+00,2,1,3,0.508240536,5.887522249,138
132052634,5146013,124817.2,37,0.00E+00,39,1,0,0.721752108,-0.610009667,136.014422
151973564,5137634.094,76165.22983,26,0.00E+00,19,1,0,0.763739622,0.032865193,29.0072
144839014,5115524.054,120527.8399,51,0.00E+00,22,1,0,0.693779042,0.770083674,136.014422
150483752,5089780.971,38398.96258,48,0.00E+00,39,1,0,0.645261948,1.226250899,75
144805211,5071920.722,99113.91364,47,40575.36578,260,1,0,1.115919431,-0.286777837,88.70508
112858640,5070501.489,5044.401956,69,0.00E+00,65,1,0,0.611630842,-0.438891358,101.518036
144369483,5060904.747,34074.52495,89,0.00E+00,275,1,0,0.693266794,-0.250154684,88.640271
146657465,5056031.994,167656.2529,27,0.00E+00,124,1,0,1.003797288,-0.326521309,50.510785
146188287,5050016.528,-36183.07014,42,0.00E+00,83,1,0,0.693068939,-0.024327216,82.992765
