member_id,action,content,action_time
17655508,changestatus,mem016:N=>Y;,2026-07-26 23:37:38
145819722,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-29 20:47:42
145819722,changestatus,mem016:N=>Y;,2026-04-29 09:30:31
17655668,changestatus,mem015:1=>0;mem017:N=>Y;,2026-04-29 11:22:33
148459038,changestatus,mem015:1=>0;mem017:N=>Y;,2026-04-29 04:03:14
146490133,changestatus,mem016:N=>Y;,2026-05-11 15:19:55
148591455,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-11 23:06:58
152737617,changestatus,mem016:Y=>N;,2026-07-08 23:55:08
118885977,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-08 01:06:42
152681345,changestatus,mem016:N=>Y;,2026-07-08 23:54:31
151321845,changestatus,mem016:Y=>N;,2026-06-11 23:26:00
17656569,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-07 08:07:35
33797589,changestatus,mem016:N=>Y;,2026-07-11 02:58:01
146507218,changestatus,mem016:Y=>N;,2026-03-31 22:16:52
17655668,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-08 10:19:06
17655668,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-30 11:43:04
152298135,changestatus,mem016:Y=>N;,2026-07-06 19:46:30
82774584,changestatus,mem016:Y=>N;,2026-06-29 22:10:00
17658682,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-26 23:39:43
146490625,changestatus,mem016:N=>Y;,2026-04-15 21:41:26
149322175,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-09 21:18:54
146490625,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-25 20:23:09
146490625,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-25 00:01:34
148591455,changestatus,mem016:N=>Y;,2026-05-04 09:24:54
146490447,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-28 23:06:26
150798889,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-01 11:50:19
146507218,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-01 00:12:31
148591455,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-01 20:10:38
149192352,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-01 20:04:41
150535312,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-01 15:02:51
153165494,changestatus,mem016:Y=>N;,2026-07-20 18:57:52
151133045,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-24 00:09:22
131407010,changestatus,mem016:N=>Y;,2026-04-07 11:10:52
148591729,changestatus,mem016:N=>Y;,2026-05-09 14:02:13
151321845,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-11 23:25:51
129912912,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-11 16:48:37
44982702,changestatus,mem016:Y=>N;,2026-06-11 16:48:04
69889188,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-11 16:48:25
77300304,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-19 08:24:23
77300304,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-19 08:08:37
150867837,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-27 04:53:11
74720878,changestatus,mem016:Y=>N;,2026-07-27 20:07:05
5803191,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-27 20:03:04
36845782,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-27 20:06:59
153246139,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-27 15:58:38
81815872,changestatus,mem016:Y=>N;,2026-07-27 20:07:09
153249067,changestatus,mem016:Y=>N;,2026-07-27 15:58:52
146554769,changestatus,mem016:Y=>N;,2026-04-21 20:20:51
146490625,changestatus,mem016:Y=>N;,2026-04-21 20:21:05
146490133,changestatus,mem016:Y=>N;,2026-05-11 15:20:15
149272100,changestatus,mem016:Y=>N;,2026-05-11 15:44:45
17655668,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-29 11:09:57
151133536,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-16 21:57:28
150867783,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-09 21:09:07
146490625,changestatus,mem016:N=>Y;,2026-04-08 13:37:30
17655668,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-08 11:28:35
146493039,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-26 01:21:11
146554769,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-26 04:20:38
17658682,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-26 23:39:00
147758452,changestatus,mem015:2=>0;mem017:N=>Y;,2026-03-31 13:25:56
147646117,changestatus,mem016:Y=>N;,2026-03-29 22:52:33
147758452,changestatus,mem015:0=>1;mem017:Y=>N;,2026-04-06 16:05:47
149623190,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-22 15:32:50
146816570,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-26 22:17:29
148591455,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-26 12:50:48
149834909,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-18 14:11:41
146561555,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-18 03:14:05
44571982,changestatus,mem016:N=>Y;,2026-05-05 05:23:23
151132797,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 00:00:36
151265196,changestatus,mem016:Y=>N;,2026-06-15 21:00:48
146783170,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 22:12:04
151519181,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 15:56:29
146783170,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-22 18:06:42
151499885,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-22 14:16:58
151133045,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-24 03:53:09
144792545,changestatus,mem015:0=>1;mem017:Y=>N;,2026-04-13 05:08:21
146490625,changestatus,mem016:Y=>N;,2026-04-13 15:37:27
146561555,changestatus,mem016:Y=>N;,2026-04-13 15:37:37
146561555,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-08 19:50:22
59285720,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-25 21:42:04
78149278,changestatus,mem016:Y=>N;,2026-04-13 13:32:47
146561555,changestatus,mem016:N=>Y;,2026-04-01 01:51:18
145819722,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-29 03:26:10
145819722,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-01 14:52:29
145819722,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-01 20:13:27
143802239,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:39:28
143788707,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:38:49
146464996,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:37:10
143785838,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:38:34
143792892,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:39:23
143802273,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:39:34
143784967,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:38:17
144661866,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:37:25
143784497,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:37:58
150867905,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-08 00:01:56
17656569,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-08 20:06:17
146615312,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-08 00:01:41
152018778,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-01 05:57:39
146507218,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-16 15:20:47
146507218,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-16 19:46:52
152636297,changestatus,mem016:Y=>N;,2026-07-06 20:56:15
152298135,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-06 19:46:24
148591455,changestatus,mem016:Y=>N;,2026-04-13 20:42:46
146816570,changestatus,mem016:Y=>N;,2026-04-13 20:42:30
149192352,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-08 13:06:19
146490447,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-08 00:01:29
148926718,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-04 11:35:38
151133045,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-16 21:57:33
88880754,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-13 00:17:05
152681345,changestatus,mem016:Y=>N;,2026-07-13 19:47:15
17656569,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-31 09:08:49
102696877,changestatus,mem016:N=>Y;,2026-04-07 11:11:11
99962540,changestatus,mem016:N=>Y;,2026-04-07 11:08:42
147748547,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-08 20:58:54
152056456,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-06 19:46:11
118885977,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-06 17:17:15
152636297,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-06 20:56:10
118885977,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-10 21:19:33
151219868,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-10 01:43:09
146068101,changestatus,mem015:0=>1;mem017:Y=>N;,2026-04-06 08:34:40
146783170,changestatus,mem016:Y=>N;,2026-04-13 20:42:16
147056715,changestatus,mem016:Y=>N;,2026-04-13 13:32:27
146504167,changestatus,mem016:Y=>N;,2026-04-13 13:32:17
145819722,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-30 20:10:20
146554769,changestatus,mem016:N=>Y;,2026-04-19 00:53:29
146068101,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-03 20:59:06
146615312,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-01 20:06:31
146493039,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-01 00:11:32
150235892,changestatus,mem016:Y=>N;,2026-06-01 15:02:29
146493039,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-18 03:13:45
145431551,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-22 23:14:31
146816570,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-08 00:02:10
146490447,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-08 13:42:11
150868015,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-08 00:02:04
146507218,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-12 22:17:03
17654796,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-12 13:14:00
153073736,changestatus,mem016:Y=>N;,2026-07-16 19:01:34
153165494,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-20 18:57:48
153073736,changestatus,mem016:Y=>N;,2026-07-20 18:57:11
146507218,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-27 04:52:59
5803191,changestatus,mem016:Y=>N;,2026-07-27 20:02:59
5803236,changestatus,mem016:Y=>N;,2026-07-27 20:03:19
146615312,changestatus,mem015:1=>0;mem017:N=>Y;,2026-03-27 21:33:01
17658682,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-04 09:34:07
146783170,changestatus,mem016:N=>Y;,2026-04-17 12:09:26
146490447,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-11 04:38:22
148591455,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-11 04:39:26
149272100,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-11 15:44:52
146615312,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-11 04:38:54
146507218,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-11 04:38:42
146507218,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-11 23:04:34
143784349,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:37:54
148591455,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 01:54:57
143675715,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 23:59:21
143676226,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 23:59:49
146915874,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 22:53:12
152918122,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-20 18:55:48
114636312,changestatus,mem015:0=>1;mem017:Y=>N;,2026-08-01 09:59:11
146493039,changestatus,mem015:1=>0;mem017:N=>Y;,2026-03-21 02:45:26
100689563,changestatus,mem016:N=>Y;,2026-04-07 11:08:54
51576515,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-23 07:04:23
148710790,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-05 09:06:00
146493039,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-05 15:14:04
148710790,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-05 09:06:07
146615312,changestatus,mem016:N=>Y;,2026-03-27 21:32:51
146507218,changestatus,mem015:0=>1;mem017:Y=>N;,2026-03-23 22:41:24
149354571,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-16 17:17:50
48625661,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-29 13:01:22
17658682,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-13 17:26:30
151760021,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-22 19:00:38
151133536,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-22 05:02:23
17654796,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-12 16:01:55
146490625,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-28 03:45:02
146507218,changestatus,mem015:1=>0;mem017:N=>Y;,2026-03-30 09:55:52
136708533,changestatus,mem015:2=>0;mem017:N=>Y;,2026-03-24 17:07:51
146790744,changestatus,mem015:2=>0;mem017:N=>Y;,2026-03-24 03:11:35
146625143,changestatus,mem015:1=>0;mem017:N=>Y;,2026-03-24 03:00:23
146490510,changestatus,mem015:1=>0;mem017:N=>Y;,2026-03-27 12:14:03
17658682,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-01 10:03:57
146490625,changestatus,mem016:N=>Y;,2026-05-13 20:32:23
149354571,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-13 17:44:12
151133181,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 00:01:00
146490447,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 00:00:03
151519181,changestatus,mem016:Y=>N;,2026-06-15 15:56:21
151129985,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 16:08:22
150867975,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 00:00:30
151371945,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 21:01:58
151336685,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-23 02:29:37
148961736,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-15 22:45:37
146615312,changestatus,mem016:Y=>N;,2026-04-13 20:42:07
146490510,changestatus,mem016:N=>Y;,2026-04-13 23:01:32
148591729,changestatus,mem016:Y=>N;,2026-04-13 20:42:39
146816570,changestatus,mem016:N=>Y;,2026-05-07 11:02:23
139992918,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-19 19:18:36
149354571,changestatus,mem016:Y=>N;,2026-05-31 15:24:00
71973434,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-08 20:25:37
17656569,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-01 18:20:29
146783170,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-31 21:43:57
148710790,changestatus,mem016:N=>Y;,2026-04-28 16:53:39
146561555,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-22 03:05:25
146490625,changestatus,mem016:N=>Y;,2026-07-14 20:49:00
151133603,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-21 12:26:41
146507218,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-21 08:06:27
146561555,changestatus,mem015:1=>0;mem017:N=>Y;,2026-04-01 01:51:34
126625248,changestatus,mem016:N=>Y;,2026-04-07 11:12:20
51128543,changestatus,mem016:N=>Y;,2026-04-05 20:38:18
122640657,changestatus,mem015:0=>1;mem017:Y=>N;,2026-04-12 17:12:22
146493039,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-11 22:59:48
146816570,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-11 04:39:17
146561555,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-11 19:01:12
148459038,changestatus,mem015:0=>1;mem017:Y=>N;,2026-04-27 14:08:33
146504167,changestatus,mem016:N=>Y;,2026-05-02 13:03:56
146507218,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-18 03:13:54
146490510,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-18 03:10:09
146490510,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-18 14:03:36
88880754,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-18 06:53:04
146507218,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-22 03:13:47
145429384,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-22 22:20:26
5803236,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-27 20:03:24
151133181,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-27 04:53:38
146068101,changestatus,mem015:1=>0;mem017:N=>Y;,2026-04-29 13:49:18
145819722,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-29 01:23:26
145819722,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-29 09:31:14
17658682,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-29 22:30:56
147728407,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:28:34
145231196,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-23 11:40:10
146554769,changestatus,mem016:Y=>N;,2026-04-22 23:36:28
146490510,changestatus,mem016:Y=>N;,2026-04-22 23:36:12
146493039,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-24 21:46:41
151133120,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-14 22:47:21
17656569,changestatus,mem016:Y=>N;,2026-06-30 03:48:47
151133335,changestatus,mem015:0=>1;mem017:Y=>N;,2026-08-02 23:57:41
151133603,changestatus,mem015:0=>1;mem017:Y=>N;,2026-08-02 23:57:57
146490510,changestatus,mem015:0=>1;mem017:Y=>N;,2026-08-02 23:56:52
82774584,changestatus,mem016:N=>Y;,2026-07-09 19:07:33
146783170,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-09 19:59:13
146554769,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-09 14:08:40
152918122,changestatus,mem016:Y=>N;,2026-07-20 18:55:53
146490133,changestatus,mem016:N=>Y;,2026-05-04 09:27:37
148926718,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-04 11:35:21
146561555,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-01 15:35:31
146493039,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-14 20:27:14
152880476,changestatus,mem015:2=>0;mem017:N=>Y;,2026-08-03 23:49:19
146615312,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-27 18:33:51
139992918,changestatus,mem015:2=>0;mem017:N=>Y;,2026-03-31 13:25:23
148912354,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-04 10:00:08
146561555,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-08 19:50:10
150502197,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-01 11:50:31
54907068,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-01 21:29:33
150535312,changestatus,mem016:Y=>N;,2026-06-01 15:02:44
145429099,changestatus,mem017:Y=>N;,2026-04-01 11:12:17
146561555,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-08 14:32:32
146490625,changestatus,mem015:1=>0;mem017:N=>Y;,2026-04-08 13:37:22
150906441,changestatus,mem016:Y=>N;,2026-06-02 23:00:58
153073736,changestatus,mem016:N=>Y;,2026-07-16 20:01:16
153039458,changestatus,mem016:Y=>N;,2026-07-20 18:56:49
153073736,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-20 18:57:06
146493039,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-28 00:37:53
148628640,changestatus,mem015:0=>1;mem017:Y=>N;,2026-04-19 21:52:13
148302714,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-28 14:56:14
59285720,changestatus,mem015:2=>0;mem017:N=>Y;,2026-04-28 22:57:36
149270138,changestatus,mem016:N=>Y;,2026-05-05 15:45:45
124828469,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-05 20:46:32
149226737,changestatus,mem016:Y=>N;,2026-06-10 19:41:52
149226737,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-10 15:09:37
89719511,changestatus,mem015:1=>0;mem017:N=>Y;,2026-06-30 01:25:02
17656569,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-30 03:57:39
118885977,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-30 08:09:20
18593996,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-25 01:18:52
146490510,changestatus,mem016:Y=>N;,2026-03-28 16:10:44
149885586,changestatus,mem016:Y=>N;,2026-05-18 17:07:50
14399637,changestatus,mem017:N=>Y;,2026-07-10 03:12:52
150867837,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 00:00:16
146783170,changestatus,mem016:N=>Y;,2026-05-10 22:26:51
146554769,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-26 01:19:53
151130093,changestatus,mem016:Y=>N;,2026-06-15 16:09:27
150867869,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-15 00:00:22
151896357,changestatus,mem016:Y=>N;,2026-07-06 19:47:41
151905958,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-06 19:47:56
151606352,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-19 22:48:15
151696118,changestatus,mem016:N=>Y;,2026-06-19 00:33:05
153493785,changestatus,mem016:Y=>N;,2026-08-02 23:09:43
151336685,changestatus,mem015:0=>1;mem017:Y=>N;,2026-08-02 17:27:23
77300304,changestatus,mem015:2=>0;mem017:N=>Y;,2026-05-28 18:07:35
151336685,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-13 17:11:43
146554769,changestatus,mem015:1=>0;mem017:N=>Y;,2026-03-24 02:49:32
122640657,changestatus,mem015:1=>0;mem017:N=>Y;,2026-04-23 03:36:40
143676723,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-21 00:00:51
143707847,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-21 00:02:37
150273180,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-25 15:22:51
146490510,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-25 18:30:52
17658682,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-25 16:08:54
82774584,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-29 20:57:59
89719511,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-29 20:57:41
33797589,changestatus,mem015:0=>1;mem017:Y=>N;,2026-07-11 02:58:11
17654796,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-11 10:31:10
150867837,changestatus,mem015:1=>0;mem017:N=>Y;,2026-07-21 02:36:11
149270138,changestatus,mem016:Y=>N;,2026-05-11 15:44:25
146816570,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-11 09:15:41
149270000,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-11 15:44:05
146783170,changestatus,mem015:0=>1;mem017:Y=>N;,2026-05-11 04:39:05
146490510,changestatus,mem016:N=>Y;,2026-05-11 15:20:04
149940388,changestatus,mem016:Y=>N;,2026-05-31 15:24:06
144107314,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 23:57:30
143626975,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 22:27:17
145494489,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 23:57:35
145001302,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 22:50:10
146585990,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 22:52:49
143676106,changestatus,mem015:1=>0;mem017:N=>Y;,2026-05-20 23:59:33
151219868,changestatus,mem016:Y=>N;,2026-06-10 01:43:20
146561555,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-22 05:01:55
151696118,changestatus,mem015:0=>1;mem017:Y=>N;,2026-06-22 19:00:23
151665636,changestatus,mem016:Y=>N;,2026-06-22 18:59:55
152681345,changestatus,mem016:Y=>N;,2026-07-08 23:54:23
17658682,changestatus,mem015:2=>0;mem017:N=>Y;,2026-07-08 09:35:51
59889161,changestatus,mem015:2=>0;mem017:N=>Y;,2026-06-12 04:50:16
