ip,n_member_log,country,city,in_bet_ip
163.171.135.75,13,ES,Madrid,0
111.180.136.68,13,CN,Shiyan,0
163.171.129.46,13,GB,London,0
95.104.127.53,13,GE,Tbilisi,0
163.171.141.33,13,RO,Bucharest,0
121.18.169.239,13,CN,Baoding,0
157.185.177.132,13,US,Ashburn,0
112.83.76.23,13,CN,Nanjing,0
138.113.110.39,13,AE,Al Fujayrah,0
163.171.213.35,12,IL,Tel Aviv,0
163.171.135.74,12,ES,Madrid,0
140.150.36.59,12,US,Los Angeles,0
111.124.71.109,12,CN,Zunyi,0
163.171.131.82,12,FR,Paris,0
111.180.136.73,12,CN,Shiyan,0
111.180.136.72,12,CN,Shiyan,0
103.105.85.193,12,BD,Dhaka,0
222.200.254.78,12,CN,Guangzhou,0
183.78.5.27,12,MY,Kuala Lumpur,0
27.128.218.85,12,CN,Shijiazhuang,0
146.103.70.107,12,CA,York,0
157.185.177.133,12,US,Ashburn,0
138.113.8.130,12,NL,Amsterdam,0
36.156.195.82,11,CN,Beijing,0
117.0.17.164,11,VN,Ho Chi Minh City,0
111.180.136.71,11,CN,Shiyan,0
117.24.11.32,11,CN,Quanzhou,0
114.236.141.43,11,CN,Yancheng,0
222.28.152.157,11,CN,Beijing,0
95.104.127.52,11,GE,Tbilisi,0
14.0.46.41,11,JP,Tokyo,0
138.113.19.229,11,US,Denver,0
157.185.179.139,11,US,Chicago,0
221.180.211.184,11,CN,Shenyang,0
153.43.41.66,11,US,Boca Raton,0
157.185.179.140,11,US,Chicago,0
36.135.22.157,11,CN,Chengdu,0
58.216.25.206,10,CN,Changzhou,0
111.180.136.70,10,CN,Shiyan,0
202.62.40.54,10,KH,Phnom Penh,0
163.171.131.67,10,FR,Paris,0
111.180.136.74,10,CN,Shiyan,0
124.236.70.15,10,CN,Shijiazhuang,0
111.180.136.77,10,CN,Shiyan,0
163.171.129.47,10,GB,London,0
157.185.168.25,10,CA,Montreal,0
36.135.22.167,10,CN,Chengdu,0
146.103.70.108,10,CA,York,0
153.43.41.67,10,US,Boca Raton,0
221.180.211.182,10,CN,Shenyang,0
153.43.73.58,9,CA,North York,0
153.43.73.57,9,CA,North York,0
124.236.70.5,9,CN,Shijiazhuang,0
203.82.94.5,9,MY,Petaling Jaya,0
223.72.101.67,9,CN,Beijing,0
183.204.228.87,9,CN,Nanyang,0
60.221.236.141,9,CN,Linfen,0
222.200.254.81,9,CN,Guangzhou,0
117.161.146.152,9,CN,Hohhot,0
138.113.110.38,9,AE,Al Fujayrah,0
157.185.177.137,9,US,Ashburn,0
14.0.43.51,9,JP,Osaka,0
37.186.68.117,8,AM,Yerevan,0
117.0.17.163,8,VN,Ho Chi Minh City,0
114.236.141.46,8,CN,Yancheng,0
138.113.128.79,8,US,Kansas City,0
39.152.202.20,8,CN,Beipiao,0
221.229.167.130,8,CN,Xuzhou,0
138.113.232.21,8,BR,Sao Paulo,0
111.40.184.146,8,CN,Beijing,0
118.184.176.161,8,CN,Changzhou,0
60.221.236.143,8,CN,Linfen,0
183.204.228.85,8,CN,Nanyang,0
163.171.129.42,8,GB,London,0
157.185.174.123,8,BR,Rio de Janeiro,0
163.171.149.59,8,RU,Saint Petersburg,0
125.77.130.143,8,CN,Quanzhou,0
82.148.122.213,8,QA,Doha,0
59.152.109.126,7,BD,Dhaka,0
140.150.36.70,7,US,Los Angeles,0
58.205.215.216,7,CN,Beijing,0
59.152.109.124,7,BD,Dhaka,0
111.2.112.35,7,CN,Jinhua,0
183.131.110.227,7,CN,Hangzhou,0
163.171.147.81,7,AT,Vienna,0
182.90.200.4,7,CN,Hechi,0
60.188.105.118,7,CN,Taizhou,0
117.24.11.31,7,CN,Quanzhou,0
111.57.155.18,7,CN,Beijing,0
111.180.136.75,7,CN,Shiyan,0
125.77.133.151,7,CN,Quanzhou,0
119.4.109.69,7,CN,Chengdu,0
101.96.149.195,7,CN,Shijiazhuang,0
180.163.119.149,7,CN,Shanghai,0
27.128.218.83,7,CN,Shijiazhuang,0
117.27.241.24,7,CN,Fuzhou,0
174.35.87.235,7,ZA,Johannesburg,0
183.205.180.205,7,CN,Zhoukou,0
125.77.130.16,7,CN,Quanzhou,0
112.16.226.61,7,CN,Beijing,0
111.57.155.20,7,CN,Beijing,0
157.185.168.21,7,CA,Montreal,0
58.216.23.187,7,CN,Changzhou,0
221.229.167.26,7,CN,Xuzhou,0
27.128.218.84,7,CN,Shijiazhuang,0
157.185.174.26,7,BR,Rio de Janeiro,0
125.77.133.140,7,CN,Quanzhou,0
117.161.146.151,7,CN,Hohhot,0
138.113.128.80,6,US,Kansas City,0
124.236.70.6,6,CN,Shijiazhuang,0
114.236.141.44,6,CN,Yancheng,0
220.154.82.137,6,CN,Qingdao,0
220.167.5.39,6,CN,Chengdu,0
58.216.25.187,6,CN,Changzhou,0
34.150.9.1,6,HK,Hong Kong,0
163.171.147.82,6,AT,Vienna,0
202.168.172.59,6,CN,Guangzhou,0
125.77.133.133,6,CN,Quanzhou,0
203.82.94.6,6,MY,Petaling Jaya,0
117.27.241.26,6,CN,Fuzhou,0
163.171.133.77,6,FR,Paris,0
117.161.146.153,6,CN,Hohhot,0
157.185.168.23,6,CA,Montreal,0
34.150.115.169,6,HK,Hong Kong,0
36.135.22.171,6,CN,Chengdu,0
157.185.168.22,6,CA,Montreal,0
221.180.210.27,6,CN,Shenyang,0
138.113.113.157,5,BR,Sao Paulo,0
111.124.71.183,5,CN,Zunyi,0
223.99.254.28,5,CN,Jinan,0
163.171.139.143,5,PL,Warsaw,0
42.247.97.12,5,CN,Nanjing,0
140.150.17.170,5,TR,'-,0
163.171.151.10,5,NZ,Hamilton,0
101.96.148.208,5,CN,Shijiazhuang,0
14.225.240.172,5,VN,Ho Chi Minh City,0
163.171.134.93,5,SE,Stockholm,0
223.72.101.202,5,CN,Beijing,0
27.128.218.82,5,CN,Shijiazhuang,0
111.40.184.136,5,CN,Beijing,0
223.100.179.39,5,CN,Benxi,0
182.90.206.56,5,CN,Fangchenggang,1
120.197.95.116,5,CN,Guangzhou,0
36.156.195.211,5,CN,Beijing,0
220.167.5.40,5,CN,Chengdu,0
174.35.87.236,5,ZA,Johannesburg,0
221.180.211.183,5,CN,Shenyang,0
221.180.211.185,5,CN,Shenyang,0
223.99.254.24,4,CN,Jinan,0
168.235.196.135,4,TR,Istanbul,0
114.236.141.47,4,CN,Yancheng,0
221.229.167.135,4,CN,Xuzhou,0
14.225.240.174,4,VN,Ho Chi Minh City,0
222.221.109.10,4,CN,Qujing,0
202.160.21.165,4,BN,Bandar Seri Begawan,0
119.6.235.201,4,CN,Mianyang,0
221.229.167.31,4,CN,Xuzhou,0
36.150.31.119,4,CN,Beijing,0
111.57.155.19,4,CN,Beijing,0
111.225.214.97,4,CN,Langfang,0
111.40.184.147,4,CN,Beijing,0
183.204.228.84,4,CN,Nanyang,0
157.185.173.30,4,BR,Sao Paulo,0
163.171.132.27,4,DE,Frankfurt am Main,0
223.109.228.59,4,CN,Lincang,0
112.16.226.60,4,CN,Beijing,0
77.41.255.36,4,RU,Saint Petersburg,0
112.16.226.62,4,CN,Beijing,0
221.180.210.25,4,CN,Shenyang,0
38.7.192.57,4,CL,Santiago,0
140.249.36.199,4,CN,Linyi,0
221.180.210.26,4,CN,Shenyang,0
211.95.52.60,3,CN,Shanghai,0
111.48.219.27,3,CN,Beijing,0
163.171.139.34,3,PL,Warsaw,0
38.194.232.112,3,MX,Queretaro,0
221.229.167.29,3,CN,Xuzhou,0
153.43.58.248,3,BR,Fortaleza,0
223.72.101.135,3,CN,Beijing,0
223.99.254.25,3,CN,Jinan,0
111.124.71.184,3,CN,Zunyi,0
223.72.101.134,3,CN,Beijing,0
34.92.232.243,3,HK,Hong Kong,0
222.128.0.66,3,CN,Beijing,0
125.77.133.116,3,CN,Quanzhou,0
138.113.113.158,3,BR,Sao Paulo,0
42.247.97.11,3,CN,Nanjing,0
42.101.53.9,3,CN,Mudanjiang,0
36.150.31.199,3,CN,Beijing,0
119.6.235.237,3,CN,Mianyang,0
14.225.240.173,3,VN,Ho Chi Minh City,0
124.236.70.11,3,CN,Shijiazhuang,0
168.235.196.134,3,TR,Istanbul,0
222.221.109.9,3,CN,Qujing,0
119.6.235.230,3,CN,Mianyang,0
221.229.167.136,3,CN,Xuzhou,0
163.171.195.61,3,ID,Jakarta,0
125.77.133.121,3,CN,Quanzhou,0
101.96.148.207,3,CN,Shijiazhuang,0
221.229.167.133,3,CN,Xuzhou,0
128.75.253.148,3,RU,Moscow,0
140.249.36.207,3,CN,Linyi,0
183.204.228.86,3,CN,Nanyang,0
183.168.162.232,3,CN,Wuhan,0
38.7.192.58,3,CL,Santiago,0
148.253.247.83,3,SA,Riyadh,0
140.150.41.36,3,MX,'-,0
111.40.184.135,3,CN,Beijing,0
124.239.240.78,3,CN,Langfang,0
36.135.22.161,3,CN,Chengdu,0
157.185.177.131,3,US,Ashburn,0
223.72.93.45,3,CN,Beijing,0
120.39.212.254,3,CN,Sanming,0
117.187.56.223,3,CN,Chongqing,0
91.194.204.34,3,CR,San Jose,0
120.39.212.253,3,CN,Sanming,0
122.226.160.82,3,CN,Taizhou,0
35.241.124.119,3,HK,Hong Kong,0
122.226.160.47,3,CN,Taizhou,0
120.244.101.247,3,CN,Beijing,0
163.171.132.155,2,DE,Frankfurt am Main,0
222.128.0.34,2,CN,Beijing,0
211.95.52.47,2,CN,Shanghai,0
111.48.219.29,2,CN,Beijing,0
58.205.215.215,2,CN,Beijing,0
122.228.91.26,2,CN,Wenzhou,0
138.113.113.159,2,BR,Sao Paulo,0
122.228.91.31,2,CN,Wenzhou,0
122.228.91.27,2,CN,Wenzhou,0
120.39.212.54,2,CN,Sanming,0
223.99.254.29,2,CN,Jinan,0
38.194.232.114,2,MX,Queretaro,0
114.28.156.186,2,CN,Shanghai,0
223.72.93.37,2,CN,Beijing,0
61.149.4.251,2,CN,Beijing,0
120.244.101.217,2,CN,Beijing,0
122.226.160.24,2,CN,Taizhou,0
122.226.160.98,2,CN,Taizhou,0
223.72.93.108,2,CN,Beijing,0
168.235.196.136,2,TR,Istanbul,0
223.72.93.83,2,CN,Beijing,0
120.244.101.213,2,CN,Beijing,0
117.24.11.30,2,CN,Quanzhou,0
163.171.195.62,2,ID,Jakarta,0
172.236.191.47,2,IN,Mumbai,0
223.72.93.85,2,CN,Beijing,0
223.72.101.53,2,CN,Beijing,0
159.226.225.139,2,CN,Beijing,0
153.43.55.19,2,CA,North York,0
124.236.70.17,2,CN,Shijiazhuang,0
138.113.238.59,2,TR,Istanbul,0
114.247.184.201,2,CN,Beijing,0
221.229.167.32,2,CN,Xuzhou,0
220.167.5.41,2,CN,Chengdu,0
218.201.94.137,2,CN,Chongqing,0
120.39.212.31,2,CN,Sanming,0
111.26.240.58,2,CN,Beijing,0
34.150.28.212,2,HK,Hong Kong,0
111.48.161.43,2,CN,Beijing,0
118.184.176.160,2,CN,Changzhou,0
223.72.101.176,2,CN,Beijing,0
111.48.161.42,2,CN,Beijing,0
187.19.162.137,2,BR,Sao Paulo,0
114.28.156.202,2,CN,Shanghai,0
117.27.241.30,2,CN,Fuzhou,0
112.53.97.85,2,CN,Dezhou,0
163.171.134.92,2,SE,Stockholm,0
138.113.113.26,2,BR,Sao Paulo,0
163.171.195.59,2,ID,Jakarta,0
27.105.61.230,2,TW,Taipei,0
140.249.36.196,2,CN,Linyi,0
153.43.72.100,2,IQ,Baghdad,0
223.72.101.96,2,CN,Beijing,0
222.128.95.49,2,CN,Beijing,0
61.48.133.109,2,CN,Beijing,0
223.72.101.94,2,CN,Beijing,0
223.72.101.85,2,CN,Beijing,0
138.113.238.61,2,TR,Istanbul,0
140.249.36.195,2,CN,Linyi,0
14.0.43.147,2,JP,Osaka,0
138.113.238.60,2,TR,Istanbul,0
223.72.106.104,1,CN,Beijing,0
122.228.91.25,1,CN,Wenzhou,0
116.90.100.40,1,PK,Ahmadpur East,0
140.249.36.213,1,CN,Linyi,0
116.90.100.39,1,PK,Ahmadpur East,0
34.92.136.250,1,HK,Hong Kong,0
223.72.101.108,1,CN,Beijing,0
211.95.52.48,1,CN,Shanghai,0
111.198.67.111,1,CN,Beijing,0
138.113.42.234,1,KE,Nairobi,0
223.72.93.211,1,CN,Beijing,0
163.171.177.13,1,ZA,Cape Town,0
123.31.34.173,1,VN,Hanoi,0
223.72.106.171,1,CN,Beijing,0
157.185.166.239,1,MX,Colotlan,0
14.0.59.46,1,MN,Ulaanbaatar,0
128.75.253.244,1,RU,Moscow,0
119.159.245.15,1,PK,Islamabad,0
223.72.101.8,1,CN,Beijing,0
120.244.101.160,1,CN,Beijing,0
157.185.173.3,1,BR,Sao Paulo,0
128.75.253.245,1,RU,Moscow,0
1.82.249.223,1,CN,Xi'an,0
122.228.91.30,1,CN,Wenzhou,0
223.72.101.117,1,CN,Beijing,0
1.82.249.222,1,CN,Xi'an,0
157.185.170.95,1,US,New York City,0
120.244.101.205,1,CN,Beijing,0
128.75.253.151,1,RU,Moscow,0
36.150.31.196,1,CN,Beijing,0
138.113.232.22,1,BR,Sao Paulo,0
202.168.172.58,1,CN,Guangzhou,0
101.96.148.206,1,CN,Shijiazhuang,0
42.101.53.10,1,CN,Mudanjiang,0
43.254.169.158,1,CN,Hohhot,0
120.244.101.214,1,CN,Beijing,0
223.72.106.204,1,CN,Beijing,0
163.171.195.63,1,ID,Jakarta,0
202.160.21.164,1,BN,Bandar Seri Begawan,0
34.92.182.204,1,HK,Hong Kong,0
223.72.101.42,1,CN,Beijing,0
168.232.103.186,1,VE,Maracaibo,0
120.244.101.32,1,CN,Beijing,0
181.225.45.117,1,VE,Caracas,0
138.113.42.238,1,KE,Nairobi,0
140.249.36.204,1,CN,Linyi,0
111.198.67.109,1,CN,Beijing,0
120.39.212.46,1,CN,Sanming,0
140.249.36.208,1,CN,Linyi,0
111.26.240.59,1,CN,Beijing,0
111.198.67.107,1,CN,Beijing,0
120.39.212.47,1,CN,Sanming,0
117.27.241.25,1,CN,Fuzhou,0
187.19.162.138,1,BR,Sao Paulo,0
140.249.36.200,1,CN,Linyi,0
120.244.101.148,1,CN,Beijing,0
84.255.175.243,1,BH,Madinat 'Isa,0
138.113.83.230,1,CL,Santiago,0
111.32.209.5,1,CN,Tianjin,0
172.236.74.55,1,IN,Chennai,0
222.128.65.222,1,CN,Beijing,1
222.128.95.50,1,CN,Beijing,0
45.68.91.243,1,VE,Petare,0
111.32.203.58,1,CN,Tianjin,0
61.48.133.110,1,CN,Beijing,0
222.128.65.220,1,CN,Beijing,0
190.97.244.51,1,VE,Temblador,0
111.32.203.59,1,CN,Tianjin,0
61.48.133.111,1,CN,Beijing,0
45.68.91.245,1,VE,Petare,0
61.48.133.108,1,CN,Beijing,0
113.142.58.133,1,CN,Xianyang,0
192.144.112.160,1,CO,Bogota,0
222.128.95.46,1,CN,Beijing,0
