member_id,field_name,business_field,enforcement_type,is_baccarat_member,episode_id,start_date,start_time,value_before,value_after,start_operator,start_operator_lv,parse_sep,parse_status,release_date,censored,last_bet_date,n_bets_in_window,last_config_time,days_since_last_bet,censor_cutoff_days,censor_reason,duration_days,episode_seq
146490133,mem016,enable,ENABLE_账户启停,0,146490133#mem016#2026-05-04 09:27:43,2026-05-04,2026-05-04 09:27:43,Y,N,55879,5,COLON,OK,2026-05-11,0,,,2026-05-25 21:13:23,,7,NOT_CENSORED,7,4
146490133,mem016,enable,ENABLE_账户启停,0,146490133#mem016#2026-05-11 15:20:15,2026-05-11,2026-05-11 15:20:15,Y,N,55879,5,COLON,OK,2026-08-07,1,,,2026-05-25 21:13:23,,7,NO_BET_ACTIVITY,88,5
146490133,mem017,canbet,CANBET_下注权限,0,146490133#mem017#2026-05-25 21:13:23,2026-05-25,2026-05-25 21:13:23,Y,N,55879,5,COLON,OK,2026-08-07,1,,,2026-05-25 21:13:23,,7,NO_BET_ACTIVITY,74,6
146490447,mem017,canbet,CANBET_下注权限,1,146490447#mem017#2026-05-11 04:38:22,2026-05-11,2026-05-11 04:38:22,Y,N,55879,5,COLON,OK,2026-05-25,0,2026-06-08,1886,2026-06-15 00:00:03,59,7,NOT_CENSORED,14,1
146490447,mem017,canbet,CANBET_下注权限,1,146490447#mem017#2026-05-27 23:45:14,2026-05-27,2026-05-27 23:45:14,Y,N,55879,5,COLON,OK,2026-05-28,0,2026-06-08,1886,2026-06-15 00:00:03,59,7,NOT_CENSORED,1,2
146490447,mem017,canbet,CANBET_下注权限,1,146490447#mem017#2026-06-08 00:01:29,2026-06-08,2026-06-08 00:01:29,Y,N,55879,5,COLON,OK,2026-06-08,0,2026-06-08,1886,2026-06-15 00:00:03,59,7,NOT_CENSORED,0,3
146490447,mem017,canbet,CANBET_下注权限,1,146490447#mem017#2026-06-15 00:00:03,2026-06-15,2026-06-15 00:00:03,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-06-08,1886,2026-06-15 00:00:03,59,7,INACTIVE_BEFORE_END,53,4
146490510,mem016,enable,ENABLE_账户启停,1,146490510#mem016#2026-03-28 16:10:44,2026-03-28,2026-03-28 16:10:44,Y,N,55879,5,COLON,OK,2026-04-13,0,2026-07-31,28172,2026-08-02 23:56:52,6,7,NOT_CENSORED,16,1
146490510,mem016,enable,ENABLE_账户启停,1,146490510#mem016#2026-04-22 23:36:12,2026-04-22,2026-04-22 23:36:12,Y,N,55879,5,COLON,OK,2026-05-11,0,2026-07-31,28172,2026-08-02 23:56:52,6,7,NOT_CENSORED,19,2
146490510,mem017,canbet,CANBET_下注权限,1,146490510#mem017#2026-05-18 03:10:09,2026-05-18,2026-05-18 03:10:09,Y,N,55879,5,COLON,OK,2026-05-18,0,2026-07-31,28172,2026-08-02 23:56:52,6,7,NOT_CENSORED,0,3
146490510,mem017,canbet,CANBET_下注权限,1,146490510#mem017#2026-05-25 00:01:19,2026-05-25,2026-05-25 00:01:19,Y,N,55879,5,COLON,OK,2026-05-25,0,2026-07-31,28172,2026-08-02 23:56:52,6,7,NOT_CENSORED,0,4
146490510,mem017,canbet,CANBET_下注权限,1,146490510#mem017#2026-06-01 00:10:48,2026-06-01,2026-06-01 00:10:48,Y,N,55879,5,COLON,OK,2026-07-27,0,2026-07-31,28172,2026-08-02 23:56:52,6,7,NOT_CENSORED,56,5
146490510,mem017,canbet,CANBET_下注权限,1,146490510#mem017#2026-08-02 23:56:52,2026-08-02,2026-08-02 23:56:52,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-31,28172,2026-08-02 23:56:52,6,7,WINDOW_END,5,6
146490625,mem016,enable,ENABLE_账户启停,1,146490625#mem016#2026-04-13 15:37:27,2026-04-13,2026-04-13 15:37:27,Y,N,55878,4,COLON,OK,2026-04-15,0,2026-07-29,34416,2026-07-28 03:46:00,8,7,NOT_CENSORED,2,1
146490625,mem016,enable,ENABLE_账户启停,1,146490625#mem016#2026-04-21 20:21:05,2026-04-21,2026-04-21 20:21:05,Y,N,55879,5,COLON,OK,2026-04-21,0,2026-07-29,34416,2026-07-28 03:46:00,8,7,NOT_CENSORED,0,2
146490625,mem016,enable,ENABLE_账户启停,1,146490625#mem016#2026-04-22 23:36:19,2026-04-22,2026-04-22 23:36:19,Y,N,55879,5,COLON,OK,2026-05-13,0,2026-07-29,34416,2026-07-28 03:46:00,8,7,NOT_CENSORED,21,3
146490625,mem017,canbet,CANBET_下注权限,1,146490625#mem017#2026-05-18 03:10:19,2026-05-18,2026-05-18 03:10:19,Y,N,55879,5,COLON,OK,2026-05-20,0,2026-07-29,34416,2026-07-28 03:46:00,8,7,NOT_CENSORED,2,4
146490625,mem017,canbet,CANBET_下注权限,1,146490625#mem017#2026-05-25 00:01:34,2026-05-25,2026-05-25 00:01:34,Y,N,55879,5,COLON,OK,2026-05-25,0,2026-07-29,34416,2026-07-28 03:46:00,8,7,NOT_CENSORED,0,5
146490625,mem017,canbet,CANBET_下注权限,1,146490625#mem017#2026-06-01 00:11:06,2026-06-01,2026-06-01 00:11:06,Y,N,55879,5,COLON,OK,2026-07-13,0,2026-07-29,34416,2026-07-28 03:46:00,8,7,NOT_CENSORED,42,6
146490625,mem016,enable,ENABLE_账户启停,1,146490625#mem016#2026-07-14 20:48:53,2026-07-14,2026-07-14 20:48:53,Y,N,55879,5,COLON,OK,2026-07-14,0,2026-07-29,34416,2026-07-28 03:46:00,8,7,NOT_CENSORED,0,7
146490625,mem017,canbet,CANBET_下注权限,1,146490625#mem017#2026-07-21 00:44:15,2026-07-21,2026-07-21 00:44:15,Y,N,55879,5,COLON,OK,2026-07-28,0,2026-07-29,34416,2026-07-28 03:46:00,8,7,NOT_CENSORED,7,8
146493039,mem016,enable,ENABLE_账户启停,1,146493039#mem016#2026-04-13 20:41:53,2026-04-13,2026-04-13 20:41:53,Y,N,55879,5,COLON,OK,2026-04-30,0,2026-07-14,15190,2026-07-28 00:37:53,23,7,NOT_CENSORED,17,1
146493039,mem017,canbet,CANBET_下注权限,1,146493039#mem017#2026-05-05 15:14:04,2026-05-05,2026-05-05 15:14:04,Y,N,55879,5,COLON,OK,2026-05-11,0,2026-07-14,15190,2026-07-28 00:37:53,23,7,NOT_CENSORED,6,2
146493039,mem017,canbet,CANBET_下注权限,1,146493039#mem017#2026-05-18 03:13:45,2026-05-18,2026-05-18 03:13:45,Y,N,55879,5,COLON,OK,2026-05-24,0,2026-07-14,15190,2026-07-28 00:37:53,23,7,NOT_CENSORED,6,3
146493039,mem017,canbet,CANBET_下注权限,1,146493039#mem017#2026-05-25 00:01:44,2026-05-25,2026-05-25 00:01:44,Y,N,55879,5,COLON,OK,2026-05-26,0,2026-07-14,15190,2026-07-28 00:37:53,23,7,NOT_CENSORED,1,4
146493039,mem017,canbet,CANBET_下注权限,1,146493039#mem017#2026-06-01 00:11:32,2026-06-01,2026-06-01 00:11:32,Y,N,55879,5,COLON,OK,2026-07-14,0,2026-07-14,15190,2026-07-28 00:37:53,23,7,NOT_CENSORED,43,5
146493039,mem017,canbet,CANBET_下注权限,1,146493039#mem017#2026-07-21 00:44:53,2026-07-21,2026-07-21 00:44:53,Y,N,55879,5,COLON,OK,2026-07-28,0,2026-07-14,15190,2026-07-28 00:37:53,23,7,NOT_CENSORED,7,6
146504167,mem017,canbet,CANBET_下注权限,1,146504167#mem017#2026-04-12 18:32:01,2026-04-12,2026-04-12 18:32:01,Y,N,10307,4,COLON,OK,2026-05-02,0,2026-06-06,2157,2026-05-02 13:05:37,61,7,NOT_CENSORED,20,1
146504167,mem016,enable,ENABLE_账户启停,1,146504167#mem016#2026-04-13 13:32:17,2026-04-13,2026-04-13 13:32:17,Y,N,45880,4,COLON,OK,2026-05-02,0,2026-06-06,2157,2026-05-02 13:05:37,61,7,NOT_CENSORED,19,2
146507218,mem016,enable,ENABLE_账户启停,1,146507218#mem016#2026-03-23 22:41:16,2026-03-23,2026-03-23 22:41:16,Y,N,55879,5,COLON,OK,2026-03-30,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,7,1
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-03-23 22:41:24,2026-03-23,2026-03-23 22:41:24,Y,N,55879,5,COLON,OK,2026-03-30,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,7,2
146507218,mem016,enable,ENABLE_账户启停,1,146507218#mem016#2026-03-31 22:16:52,2026-03-31,2026-03-31 22:16:52,Y,N,55879,5,COLON,OK,2026-05-06,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,36,3
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-05-11 04:38:42,2026-05-11,2026-05-11 04:38:42,Y,N,55879,5,COLON,OK,2026-05-11,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,0,4
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-05-18 03:13:54,2026-05-18,2026-05-18 03:13:54,Y,N,55879,5,COLON,OK,2026-05-21,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,3,5
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-05-22 03:13:47,2026-05-22,2026-05-22 03:13:47,Y,N,55879,5,COLON,OK,2026-05-25,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,3,6
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-06-01 00:12:31,2026-06-01,2026-06-01 00:12:31,Y,N,55879,5,COLON,OK,2026-06-16,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,15,7
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-06-16 19:46:52,2026-06-16,2026-06-16 19:46:52,Y,N,55879,5,COLON,OK,2026-06-16,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,0,8
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-06-22 05:00:18,2026-06-22,2026-06-22 05:00:18,Y,N,55879,5,COLON,OK,2026-07-09,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,17,9
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-07-12 22:17:03,2026-07-12,2026-07-12 22:17:03,Y,N,55879,5,COLON,OK,2026-07-21,0,2026-07-20,2745,2026-07-27 04:52:59,17,7,NOT_CENSORED,9,10
146507218,mem017,canbet,CANBET_下注权限,1,146507218#mem017#2026-07-27 04:52:59,2026-07-27,2026-07-27 04:52:59,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-20,2745,2026-07-27 04:52:59,17,7,INACTIVE_BEFORE_END,11,11
146554769,mem016,enable,ENABLE_账户启停,1,146554769#mem016#2026-03-30 15:35:16,2026-03-30,2026-03-30 15:35:16,Y,N,55879,5,COLON,OK,2026-04-19,0,2026-07-12,21408,2026-07-13 00:00:56,25,7,NOT_CENSORED,20,1
146554769,mem016,enable,ENABLE_账户启停,1,146554769#mem016#2026-04-21 20:20:51,2026-04-21,2026-04-21 20:20:51,Y,N,55879,5,COLON,OK,2026-04-21,0,2026-07-12,21408,2026-07-13 00:00:56,25,7,NOT_CENSORED,0,2
146554769,mem016,enable,ENABLE_账户启停,1,146554769#mem016#2026-04-22 23:36:28,2026-04-22,2026-04-22 23:36:28,Y,N,55879,5,COLON,OK,2026-05-06,0,2026-07-12,21408,2026-07-13 00:00:56,25,7,NOT_CENSORED,14,3
146554769,mem017,canbet,CANBET_下注权限,1,146554769#mem017#2026-05-06 17:33:56,2026-05-06,2026-05-06 17:33:56,Y,N,55879,5,COLON,OK,2026-05-26,0,2026-07-12,21408,2026-07-13 00:00:56,25,7,NOT_CENSORED,20,4
146554769,mem017,canbet,CANBET_下注权限,1,146554769#mem017#2026-05-26 04:20:38,2026-05-26,2026-05-26 04:20:38,Y,N,55879,5,COLON,OK,2026-05-31,0,2026-07-12,21408,2026-07-13 00:00:56,25,7,NOT_CENSORED,5,5
146554769,mem017,canbet,CANBET_下注权限,1,146554769#mem017#2026-06-08 00:01:35,2026-06-08,2026-06-08 00:01:35,Y,N,55879,5,COLON,OK,2026-07-09,0,2026-07-12,21408,2026-07-13 00:00:56,25,7,NOT_CENSORED,31,6
146554769,mem017,canbet,CANBET_下注权限,1,146554769#mem017#2026-07-13 00:00:56,2026-07-13,2026-07-13 00:00:56,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-12,21408,2026-07-13 00:00:56,25,7,INACTIVE_BEFORE_END,25,7
146561555,mem016,enable,ENABLE_账户启停,1,146561555#mem016#2026-04-13 15:37:37,2026-04-13,2026-04-13 15:37:37,Y,N,55878,4,COLON,OK,2026-05-05,0,2026-06-03,10016,2026-06-22 05:01:55,64,7,NOT_CENSORED,22,1
146561555,mem017,canbet,CANBET_下注权限,1,146561555#mem017#2026-05-08 14:32:32,2026-05-08,2026-05-08 14:32:32,Y,N,55879,5,COLON,OK,2026-05-08,0,2026-06-03,10016,2026-06-22 05:01:55,64,7,NOT_CENSORED,0,2
146561555,mem017,canbet,CANBET_下注权限,1,146561555#mem017#2026-05-08 19:50:22,2026-05-08,2026-05-08 19:50:22,Y,N,55879,5,COLON,OK,2026-05-11,0,2026-06-03,10016,2026-06-22 05:01:55,64,7,NOT_CENSORED,3,3
146561555,mem017,canbet,CANBET_下注权限,1,146561555#mem017#2026-05-18 03:14:05,2026-05-18,2026-05-18 03:14:05,Y,N,55879,5,COLON,OK,2026-05-22,0,2026-06-03,10016,2026-06-22 05:01:55,64,7,NOT_CENSORED,4,4
146561555,mem017,canbet,CANBET_下注权限,1,146561555#mem017#2026-05-25 00:01:54,2026-05-25,2026-05-25 00:01:54,Y,N,55879,5,COLON,OK,2026-05-26,0,2026-06-03,10016,2026-06-22 05:01:55,64,7,NOT_CENSORED,1,5
146561555,mem017,canbet,CANBET_下注权限,1,146561555#mem017#2026-06-01 00:13:13,2026-06-01,2026-06-01 00:13:13,Y,N,55879,5,COLON,OK,2026-06-01,0,2026-06-03,10016,2026-06-22 05:01:55,64,7,NOT_CENSORED,0,6
146561555,mem017,canbet,CANBET_下注权限,1,146561555#mem017#2026-06-22 05:01:55,2026-06-22,2026-06-22 05:01:55,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-06-03,10016,2026-06-22 05:01:55,64,7,INACTIVE_BEFORE_END,46,7
146615312,mem016,enable,ENABLE_账户启停,1,146615312#mem016#2026-04-13 20:42:07,2026-04-13,2026-04-13 20:42:07,Y,N,55879,5,COLON,OK,2026-05-04,0,2026-07-28,4106,2026-08-02 23:57:15,9,7,NOT_CENSORED,21,1
146615312,mem017,canbet,CANBET_下注权限,1,146615312#mem017#2026-05-11 04:38:54,2026-05-11,2026-05-11 04:38:54,Y,N,55879,5,COLON,OK,2026-05-13,0,2026-07-28,4106,2026-08-02 23:57:15,9,7,NOT_CENSORED,2,2
146615312,mem017,canbet,CANBET_下注权限,1,146615312#mem017#2026-05-18 03:14:14,2026-05-18,2026-05-18 03:14:14,Y,N,55879,5,COLON,OK,2026-06-01,0,2026-07-28,4106,2026-08-02 23:57:15,9,7,NOT_CENSORED,14,3
146615312,mem017,canbet,CANBET_下注权限,1,146615312#mem017#2026-06-08 00:01:41,2026-06-08,2026-06-08 00:01:41,Y,N,55879,5,COLON,OK,2026-07-27,0,2026-07-28,4106,2026-08-02 23:57:15,9,7,NOT_CENSORED,49,4
146615312,mem017,canbet,CANBET_下注权限,1,146615312#mem017#2026-08-02 23:57:15,2026-08-02,2026-08-02 23:57:15,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-28,4106,2026-08-02 23:57:15,9,7,INACTIVE_BEFORE_END,5,5
146783170,mem016,enable,ENABLE_账户启停,1,146783170#mem016#2026-04-13 20:42:16,2026-04-13,2026-04-13 20:42:16,Y,N,55879,5,COLON,OK,2026-04-17,0,2026-07-09,2570,2026-07-09 19:59:13,28,7,NOT_CENSORED,4,1
146783170,mem016,enable,ENABLE_账户启停,1,146783170#mem016#2026-04-22 23:36:37,2026-04-22,2026-04-22 23:36:37,Y,N,55879,5,COLON,OK,2026-05-10,0,2026-07-09,2570,2026-07-09 19:59:13,28,7,NOT_CENSORED,18,2
146783170,mem017,canbet,CANBET_下注权限,1,146783170#mem017#2026-05-11 04:39:05,2026-05-11,2026-05-11 04:39:05,Y,N,55879,5,COLON,OK,2026-05-31,0,2026-07-09,2570,2026-07-09 19:59:13,28,7,NOT_CENSORED,20,3
146783170,mem017,canbet,CANBET_下注权限,1,146783170#mem017#2026-06-01 00:13:38,2026-06-01,2026-06-01 00:13:38,Y,N,55879,5,COLON,OK,2026-06-15,0,2026-07-09,2570,2026-07-09 19:59:13,28,7,NOT_CENSORED,14,4
146783170,mem017,canbet,CANBET_下注权限,1,146783170#mem017#2026-06-15 22:12:04,2026-06-15,2026-06-15 22:12:04,Y,N,55879,5,COLON,OK,2026-06-22,0,2026-07-09,2570,2026-07-09 19:59:13,28,7,NOT_CENSORED,7,5
146783170,mem017,canbet,CANBET_下注权限,1,146783170#mem017#2026-06-22 18:06:42,2026-06-22,2026-06-22 18:06:42,Y,N,55879,5,COLON,OK,2026-07-09,0,2026-07-09,2570,2026-07-09 19:59:13,28,7,NOT_CENSORED,17,6
146783170,mem017,canbet,CANBET_下注权限,1,146783170#mem017#2026-07-09 19:59:13,2026-07-09,2026-07-09 19:59:13,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-09,2570,2026-07-09 19:59:13,28,7,INACTIVE_BEFORE_END,29,7
146790744,mem016,enable,ENABLE_账户启停,1,146790744#mem016#2026-03-24 02:57:38,2026-03-24,2026-03-24 02:57:38,Y,N,55893,3,COLON,OK,2026-03-24,0,2026-07-12,21472,2026-03-24 03:11:35,25,7,NOT_CENSORED,0,1
146816570,mem016,enable,ENABLE_账户启停,1,146816570#mem016#2026-04-13 20:42:30,2026-04-13,2026-04-13 20:42:30,Y,N,55879,5,COLON,OK,2026-05-07,0,2026-06-07,2554,2026-06-08 00:02:10,60,7,NOT_CENSORED,24,1
146816570,mem017,canbet,CANBET_下注权限,1,146816570#mem017#2026-05-11 04:39:17,2026-05-11,2026-05-11 04:39:17,Y,N,55879,5,COLON,OK,2026-05-11,0,2026-06-07,2554,2026-06-08 00:02:10,60,7,NOT_CENSORED,0,2
146816570,mem017,canbet,CANBET_下注权限,1,146816570#mem017#2026-05-18 03:14:28,2026-05-18,2026-05-18 03:14:28,Y,N,55879,5,COLON,OK,2026-05-26,0,2026-06-07,2554,2026-06-08 00:02:10,60,7,NOT_CENSORED,8,3
146816570,mem017,canbet,CANBET_下注权限,1,146816570#mem017#2026-06-01 04:08:27,2026-06-01,2026-06-01 04:08:27,Y,N,55879,5,COLON,OK,2026-06-01,0,2026-06-07,2554,2026-06-08 00:02:10,60,7,NOT_CENSORED,0,4
146816570,mem017,canbet,CANBET_下注权限,1,146816570#mem017#2026-06-08 00:02:10,2026-06-08,2026-06-08 00:02:10,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-06-07,2554,2026-06-08 00:02:10,60,7,INACTIVE_BEFORE_END,60,5
147056715,mem017,canbet,CANBET_下注权限,1,147056715#mem017#2026-04-12 18:32:11,2026-04-12,2026-04-12 18:32:11,Y,N,10307,4,COLON,OK,2026-08-07,1,2026-04-06,1531,2026-04-13 13:32:27,122,7,INACTIVE_BEFORE_END,117,1
147056715,mem016,enable,ENABLE_账户启停,1,147056715#mem016#2026-04-13 13:32:27,2026-04-13,2026-04-13 13:32:27,Y,N,45880,4,COLON,OK,2026-08-07,1,2026-04-06,1531,2026-04-13 13:32:27,122,7,INACTIVE_BEFORE_END,116,2
147303527,mem017,canbet,CANBET_下注权限,0,147303527#mem017#2026-03-25 11:49:37,2026-03-25,2026-03-25 11:49:37,Y,N,26505,2,COLON,OK,2026-08-07,1,,,2026-03-25 11:49:37,,7,NO_BET_ACTIVITY,135,1
147428193,mem017,canbet,CANBET_下注权限,1,147428193#mem017#2026-03-24 10:34:47,2026-03-24,2026-03-24 10:34:47,Y,N,40857,2,COLON,OK,2026-08-07,1,2026-03-23,445,2026-03-24 10:34:47,136,7,INACTIVE_BEFORE_END,136,1
147646117,mem016,enable,ENABLE_账户启停,1,147646117#mem016#2026-03-29 22:52:33,2026-03-29,2026-03-29 22:52:33,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-03-29,464,2026-03-29 22:52:33,130,7,INACTIVE_BEFORE_END,131,1
147758452,mem017,canbet,CANBET_下注权限,1,147758452#mem017#2026-04-06 16:05:47,2026-04-06,2026-04-06 16:05:47,Y,N,31648,5,COLON,OK,2026-08-07,1,2026-04-02,2406,2026-04-06 16:05:47,126,7,INACTIVE_BEFORE_END,123,1
147944953,mem016,enable,ENABLE_账户启停,1,147944953#mem016#2026-04-05 22:01:17,2026-04-05,2026-04-05 22:01:17,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-04-05,9631,2026-04-05 22:01:17,123,7,INACTIVE_BEFORE_END,124,1
148251435,mem017,canbet,CANBET_下注权限,1,148251435#mem017#2026-04-12 23:54:06,2026-04-12,2026-04-12 23:54:06,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-04-12,10309,2026-04-12 23:54:06,116,7,INACTIVE_BEFORE_END,117,1
148307050,mem016,enable,ENABLE_账户启停,1,148307050#mem016#2026-04-12 23:53:55,2026-04-12,2026-04-12 23:53:55,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-04-12,5220,2026-04-12 23:53:55,116,7,INACTIVE_BEFORE_END,117,1
148459038,mem017,canbet,CANBET_下注权限,1,148459038#mem017#2026-04-27 14:08:33,2026-04-27,2026-04-27 14:08:33,Y,N,54744,3,COLON,OK,2026-04-29,0,2026-04-25,895,2026-04-29 04:03:14,103,7,NOT_CENSORED,2,1
148577779,mem017,canbet,CANBET_下注权限,1,148577779#mem017#2026-04-19 21:52:05,2026-04-19,2026-04-19 21:52:05,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-04-19,9438,2026-04-19 21:52:05,109,7,INACTIVE_BEFORE_END,110,1
148591455,mem016,enable,ENABLE_账户启停,1,148591455#mem016#2026-04-13 20:42:46,2026-04-13,2026-04-13 20:42:46,Y,N,55879,5,COLON,OK,2026-05-04,0,2026-07-09,5713,2026-07-13 00:01:38,28,7,NOT_CENSORED,21,1
148591455,mem017,canbet,CANBET_下注权限,1,148591455#mem017#2026-05-11 04:39:26,2026-05-11,2026-05-11 04:39:26,Y,N,55879,5,COLON,OK,2026-05-11,0,2026-07-09,5713,2026-07-13 00:01:38,28,7,NOT_CENSORED,0,2
148591455,mem017,canbet,CANBET_下注权限,1,148591455#mem017#2026-05-18 03:14:34,2026-05-18,2026-05-18 03:14:34,Y,N,55879,5,COLON,OK,2026-05-23,0,2026-07-09,5713,2026-07-13 00:01:38,28,7,NOT_CENSORED,5,3
