type_id,name_zh,criterion_column,criterion_source,primary_deliverable,criterion_role,threshold_status,gate,severity,entity_type,window_scope,evidence_ladder,economic_path_status,admit_to_feature_scoring,admit_to_risk_decision,admit_to_reward_decision,source_status,source_bytes,source_rows,source_cols,source_key,primary_status,primary_key,source_column_exists,L1_source_exists,L1b_output_exposed,L2_source_aligned,L3_source_admissible,L4_criterion_eligible,criterion_gate_reason,fanout_max,fanout_p99,fanout_mean,fanout_rate_gt1,fanout_status,absence_class,silent_drop_detected,evidence_level,registry_version,sql_package,atlas_version,atlas_generated_at
T-02,荷官—玩家串谋,节奏稳定度,S02_dealer_score.csv,R03b_player_dealer_daily.csv,STAT_DIRECTIONAL,PENDING_INVERSE,BLOCK,S2,DEALER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,425768,299,136,dealer_id,NOT_ON_DISK,,TRUE,TRUE,TRUE,FALSE,,,L2 KEY_MISMATCH_OR_PRIMARY_UNAVAILABLE,,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-03,尾投／靴尾下注,late_share,R01_late_shoe.csv,R01_late_shoe.csv,PROFILE_ONLY,NO_THRESHOLD_BY_DESIGN,FATAL,S1,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,131492146,92412,142,uid,AVAILABLE,uid,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-03,尾投／靴尾下注,shoe_pos_p50,R01_late_shoe.csv,R01_late_shoe.csv,PROFILE_ONLY,NO_THRESHOLD_BY_DESIGN,FATAL,S1,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,131492146,92412,142,uid,AVAILABLE,uid,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-03,尾投／靴尾下注,stake_ramp,R01_late_shoe.csv,R01_late_shoe.csv,PROFILE_ONLY,NO_THRESHOLD_BY_DESIGN,FATAL,S1,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,131492146,92412,142,uid,AVAILABLE,uid,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-03,尾投／靴尾下注,tail_share,S_player_tail.csv,R01_late_shoe.csv,PROFILE_ONLY,NO_THRESHOLD_BY_DESIGN,FATAL,S1,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,194322366,159603,145,member_id,AVAILABLE,uid,TRUE,TRUE,TRUE,FALSE,,,L2 KEY_MISMATCH_OR_PRIMARY_UNAVAILABLE,,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-04,跨账户对打／对冲,bet_ip,C06_hedge_pairs.csv,C06_hedge_pairs.csv,JOIN_KEY,NO_THRESHOLD_BY_DESIGN,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,2406310,1935,134,bet_ip,AVAILABLE,bet_ip,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-04,跨账户对打／对冲,dir_stake,C06_hedge_pairs.csv,C06_hedge_pairs.csv,REFERENCE,NO_THRESHOLD_BY_DESIGN,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,2406310,1935,134,bet_ip,AVAILABLE,bet_ip,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,CTE_ALIAS_NOT_EXPORTED,TRUE,L4_CTE_ALIAS_ONLY,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-04,跨账户对打／对冲,hedge_coverage,C06_hedge_pairs.csv,C06_hedge_pairs.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,2406310,1935,134,bet_ip,AVAILABLE,bet_ip,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-04,跨账户对打／对冲,lv3,C06_hedge_pairs.csv,C06_hedge_pairs.csv,JOIN_KEY,NO_THRESHOLD_BY_DESIGN,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,2406310,1935,134,bet_ip,AVAILABLE,bet_ip,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,OUTPUT_COL_BUT_STALE_EXPORT,TRUE,L3_OTHER_MODULE_OUTPUT,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-04,跨账户对打／对冲,n_opposite_round,C06_hedge_pairs.csv,C06_hedge_pairs.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,2406310,1935,134,bet_ip,AVAILABLE,bet_ip,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-04,跨账户对打／对冲,opposite_rate,C06_hedge_pairs.csv,C06_hedge_pairs.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,2406310,1935,134,bet_ip,AVAILABLE,bet_ip,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-05,自我对冲／打水,hedge_rate,T03_arbitrage.csv,T03_arbitrage.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,106790057,80631,137,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-05,自我对冲／打水,is_self_hedge,T03_arbitrage.csv,T03_arbitrage.csv,FLAG,NO_THRESHOLD_BY_DESIGN,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,106790057,80631,137,member_id,AVAILABLE,member_id,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,CTE_ALIAS_NOT_EXPORTED,TRUE,L4_CTE_ALIAS_ONLY,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-05,自我对冲／打水,rebate_dep,K01_risk_feature_matrix.csv,T03_arbitrage.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,140841011,120063,142,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-05,自我对冲／打水,side_entropy,K01_risk_feature_matrix.csv,T03_arbitrage.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,140841011,120063,142,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-05,自我对冲／打水,stake_cv,T03_arbitrage.csv,T03_arbitrage.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,106790057,80631,137,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-06,异常 IP 聚集,ip_order_share,I_ip_player.csv,I_ip_agg.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,894966916,696403,147,member_id,AVAILABLE,bet_ip,TRUE,TRUE,TRUE,FALSE,,,L2 KEY_MISMATCH_OR_PRIMARY_UNAVAILABLE,,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-06,异常 IP 聚集,n_member_eff,I_ip_agg.csv,I_ip_agg.csv,STAT_DIRECTIONAL,BLOCKED,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,11789222,8660,141,bet_ip,AVAILABLE,bet_ip,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-06,异常 IP 聚集,n_member_raw,I_ip_agg.csv,I_ip_agg.csv,STAT_DIRECTIONAL,BLOCKED,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,11789222,8660,141,bet_ip,AVAILABLE,bet_ip,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-06,异常 IP 聚集,share_p90,I_ip_agg.csv,I_ip_agg.csv,REFERENCE,NO_THRESHOLD_BY_DESIGN,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,11789222,8660,141,bet_ip,AVAILABLE,bet_ip,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-07,技术型玩家（优势打法）,stake_p90_p50,K01_risk_feature_matrix.csv,S01_player_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,140841011,120063,142,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-07,技术型玩家（优势打法）,win_rate_all,R03_player_dealer.csv,S01_player_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,852987428,517528,160,uid,AVAILABLE,member_id,TRUE,TRUE,TRUE,FALSE,,,L2 KEY_MISMATCH_OR_PRIMARY_UNAVAILABLE,,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-07,技术型玩家（优势打法）,投注产品结构熵,S01_player_score.csv,S01_player_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,792795435,723442,146,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-07,技术型玩家（优势打法）,索提诺稳定性,S01_player_score.csv,S01_player_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,792795435,723442,146,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-08,退水／占成套利,comm_k,E02_segment_econ.csv,E02_segment_econ.csv,REFERENCE,NO_THRESHOLD_BY_DESIGN,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,89275,59,136,,AVAILABLE,,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,CTE_ALIAS_NOT_EXPORTED,TRUE,L4_CTE_ALIAS_ONLY,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-08,退水／占成套利,reb_k,E02_segment_econ.csv,E02_segment_econ.csv,REFERENCE,NO_THRESHOLD_BY_DESIGN,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,89275,59,136,,AVAILABLE,,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,CTE_ALIAS_NOT_EXPORTED,TRUE,L4_CTE_ALIAS_ONLY,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-08,退水／占成套利,rebate_rate_bkt,E02_segment_econ.csv,E02_segment_econ.csv,BUCKET,NO_THRESHOLD_BY_DESIGN,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,89275,59,136,,AVAILABLE,,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,CTE_ALIAS_NOT_EXPORTED,TRUE,L4_CTE_ALIAS_ONLY,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-08,退水／占成套利,退水支出,S05_member_month_panel.csv,E02_segment_econ.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,335304114,278729,145,member_id,AVAILABLE,,TRUE,TRUE,TRUE,FALSE,,,L2 KEY_MISMATCH_OR_PRIMARY_UNAVAILABLE,,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-08,退水／占成套利,退水消耗比,S03_agent_score.csv,E02_segment_econ.csv,STAT_DIRECTIONAL,PENDING_INVERSE,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,1221781,4191,35,agent_id,AVAILABLE,,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,NEVER_BUILT,TRUE,L0_NOT_BUILT,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-09,代理线自打／养号,member_per_chain,C01_ip_chain.csv,S03_agent_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,AGENT,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,9515694,6752,147,bet_ip,AVAILABLE,agent_id,TRUE,TRUE,TRUE,FALSE,,,L2 KEY_MISMATCH_OR_PRIMARY_UNAVAILABLE,,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-09,代理线自打／养号,下线留存,S03_agent_score.csv,S03_agent_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,AGENT,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,1221781,4191,35,agent_id,AVAILABLE,agent_id,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,NEVER_BUILT,TRUE,L0_NOT_BUILT,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-09,代理线自打／养号,新增会员质量,S03_agent_score.csv,S03_agent_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,AGENT,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,1221781,4191,35,agent_id,AVAILABLE,agent_id,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,NEVER_BUILT,TRUE,L0_NOT_BUILT,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
