"FullName","Length","CreationTime","LastWriteTime","Attributes"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_83254d8f9d5a6ec1243c9fa021dcafc59d838288_12b39a23_700afb47-6203-4942-b7e1-f2dbbf64b6bf\Report.wer","13544","2026-07-16 下午 10:23:29","2026-07-16 下午 10:23:29","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_83254d8f9d5a6ec1243c9fa021dcafc59d838288_12b39a23_7015603d-77bc-4102-b13f-7138ff14a806\Report.wer","13682","2026-07-22 下午 03:31:06","2026-07-22 下午 03:31:06","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_83254d8f9d5a6ec1243c9fa021dcafc59d838288_12b39a23_7c5e16c1-2135-4eed-802a-44f7186931aa\Report.wer","14432","2026-07-18 下午 10:29:37","2026-07-18 下午 10:29:37","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_83254d8f9d5a6ec1243c9fa021dcafc59d838288_12b39a23_a412fcc1-03d1-4306-a7f1-f37071543cf4\Report.wer","15284","2026-07-22 下午 01:18:50","2026-07-22 下午 01:18:50","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_83254d8f9d5a6ec1243c9fa021dcafc59d838288_12b39a23_c43ca81e-7b15-4920-8a8d-5c0eac3629c9\Report.wer","15446","2026-07-23 上午 12:46:20","2026-07-23 上午 12:46:20","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_8e398511d8e64346e8aadc75e5c1ef677c92cc_e0bca807_af0e2578-0639-47d0-b139-a7dfde1d8d0c\Report.wer","13748","2026-08-11 上午 01:10:31","2026-08-11 上午 01:10:31","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_b2e184f4842f5238a2ff4057956bc6f348cf23b_e0bca807_319daaad-b687-4413-bb7d-fba5ec124776\Report.wer","13524","2026-08-01 下午 03:06:48","2026-08-01 下午 03:06:48","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_b4fa2f98fc7d46e898eaddb822e97752b59c4_12b39a23_47c1b63d-4ac7-444d-9e99-a2e03e56dd8f\Report.wer","11302","2026-07-22 下午 09:25:21","2026-07-22 下午 09:25:21","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_bb7519e3a49356557cf3e2ccebd2890e3c4a9ef_e0bca807_87ec015c-b0ee-46f1-9a1a-62fe50caeced\Report.wer","11812","2026-08-01 下午 04:02:53","2026-08-01 下午 04:02:53","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_da87b8e41281f88ef9192ad4e9fa0965a46853_e0bca807_e6a6b981-5d9d-4a4f-a65f-06076ec87af3\Report.wer","13534","2026-08-02 下午 12:21:37","2026-08-02 下午 12:21:37","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_ddd71feb934257bf17743fd8183f50ceda12ed_aaf5ebd7_3bc0e454-48e9-467a-9906-4a1fce3cf062\Report.wer","13536","2026-08-12 下午 06:58:59","2026-08-12 下午 06:58:59","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_ddd71feb934257bf17743fd8183f50ceda12ed_aaf5ebd7_57c33601-c58f-446a-baf2-ac0f43abc496\Report.wer","15070","2026-08-13 下午 03:46:43","2026-08-13 下午 03:46:43","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_ddd71feb934257bf17743fd8183f50ceda12ed_aaf5ebd7_b0c2f9a7-f717-418e-ba3c-a6d7dfc52894\Report.wer","13480","2026-08-14 下午 09:59:48","2026-08-14 下午 09:59:48","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_e819aec8215a268990f0744a289d2cd97dee87_aaf5ebd7_51b057a8-7fa2-478e-9ff3-399a18b13b72\Report.wer","11812","2026-08-13 下午 04:10:38","2026-08-13 下午 04:10:38","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_comet.exe_eca2f612f949568b69e26e4953388af25ff6f5e_12b39a23_2a3ac6ee-5063-4e6f-8535-274ca6171e5e\Report.wer","13658","2026-07-23 上午 12:46:23","2026-07-23 上午 12:46:23","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_conhost.exe_61dae2c3d69ebd177df6c766f178f79ca5ebee4_b1fac462_6aad1573-5cec-4d20-8f22-27f91f4f6453\Report.wer","12718","2026-07-22 下午 10:27:03","2026-07-22 下午 10:27:03","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_copilot.exe_12a2e1b6d243fa5e569e648ca32f1a14ce2f2e7_13b4fc3a_25e4d3b9-d9d8-4d02-9248-b1ca841f3cac\Report.wer","13414","2026-08-01 下午 09:20:41","2026-08-01 下午 09:20:41","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_copilot.exe_12a2e1b6d243fa5e569e648ca32f1a14ce2f2e7_13b4fc3a_5b6dabc8-88da-4e03-9aff-af923e38ff29\Report.wer","13412","2026-08-01 下午 09:20:42","2026-08-01 下午 09:20:42","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_copilot.exe_12a2e1b6d243fa5e569e648ca32f1a14ce2f2e7_13b4fc3a_6906618c-914e-4583-ae59-250260830154\Report.wer","13414","2026-08-01 下午 09:20:41","2026-08-01 下午 09:20:41","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_copilot.exe_256111113d762199e499d9b8f2423aa2984ee14c_f214fcf4_8c8fb570-8ca8-45dc-a55a-4d6695363a50\Report.wer","13430","2026-07-16 下午 09:36:59","2026-07-16 下午 09:36:59","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_crashpad_handler_ba76d58eb21519db679496d86b172ef9a45ec4_ab8258ad_1bd37fe2-9a12-48b2-a7be-dc9afb301f0f\Report.wer","13798","2026-08-12 下午 06:52:36","2026-08-12 下午 06:52:36","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_crashpad_handler_ba76d58eb21519db679496d86b172ef9a45ec4_ab8258ad_2639e72c-a1ea-4f2b-a16c-f915b928be84\Report.wer","13798","2026-08-14 下午 10:19:18","2026-08-14 下午 10:19:18","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_crashpad_handler_ba76d58eb21519db679496d86b172ef9a45ec4_ab8258ad_446f8039-6835-4ce8-87af-f7cbb9791088\Report.wer","13800","2026-08-07 下午 01:50:56","2026-08-07 下午 01:50:56","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_crashpad_handler_ba76d58eb21519db679496d86b172ef9a45ec4_ab8258ad_6bade046-c737-4067-959d-c1762e3a2814\Report.wer","13800","2026-08-11 下午 08:40:18","2026-08-11 下午 08:40:18","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_crashpad_handler_ba76d58eb21519db679496d86b172ef9a45ec4_ab8258ad_9b7dc5b7-7fc1-4577-8ffb-f3479c487a72\Report.wer","13800","2026-08-12 下午 07:18:55","2026-08-12 下午 07:18:55","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_crashpad_handler_ba76d58eb21519db679496d86b172ef9a45ec4_ab8258ad_b3343a24-b70a-42ac-8962-17e3b06706e4\Report.wer","13844","2026-08-12 上午 02:42:06","2026-08-12 上午 02:42:06","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_crashpad_handler_ba76d58eb21519db679496d86b172ef9a45ec4_ab8258ad_d5ce5fa8-61d9-4873-b14c-77c51149e95d\Report.wer","13798","2026-08-10 下午 04:38:40","2026-08-10 下午 04:38:40","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_crashpad_handler_c786be9a8c9e434fa8c51253e9a46452d62b88_7a35ce6a_4bdde30e-363e-47f7-82e4-19d40640b5b9\Report.wer","13798","2026-08-04 下午 07:51:02","2026-08-04 下午 07:51:02","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_deno.exe_58c2a52a3745a312bd9b48335ba868de1745af_962e7421_4dd7428f-54cf-4b53-9a93-07b503a8e1da\Report.wer","12062","2026-08-02 下午 12:21:40","2026-08-02 下午 12:21:40","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_DllHost.exe_533e76cb84ee6c7d4a299b1a0c258c55716575c_21376889_82e2f99f-a141-4ed5-804f-1ac33f037432\Report.wer","13038","2026-08-01 下午 03:45:52","2026-08-01 下午 03:45:52","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_douyin.exe_28b81218f9c3eb42fc0129d3b11f4f5dbd28ed9_f74c8b38_173b25a4-b735-41fa-be83-24e02a144e74\Report.wer","23120","2026-07-17 下午 08:39:40","2026-07-17 下午 08:39:40","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_douyin.exe_8f8668bc8411518d1687939745a3eeaf5a0913b_f74c8b38_5965ea8d-10f1-431e-9a46-c6b906caa666\Report.wer","22812","2026-08-11 上午 01:10:31","2026-08-11 上午 01:10:31","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_douyin.exe_b5dd9ff945fa967b174624bc47b3ab2ba768b390_f74c8b38_b96b5de9-da58-4e39-9f7e-0080e3e417cf\Report.wer","23658","2026-08-12 下午 06:52:33","2026-08-12 下午 06:52:33","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_douyin_guard.exe_6a6e9d5e1c636f9d8d452edcafa59c577272ab_ec067ae0_3ab777c0-6385-4457-a3dc-98506b3500b0\Report.wer","13222","2026-08-05 下午 04:26:38","2026-08-05 下午 04:26:38","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_douyin_guard.exe_6a6e9d5e1c636f9d8d452edcafa59c577272ab_ec067ae0_8917b6bc-78e2-468c-8680-9769485e95cd\Report.wer","13104","2026-08-11 上午 01:43:45","2026-08-11 上午 01:43:45","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_douyin_guard.exe_6a6e9d5e1c636f9d8d452edcafa59c577272ab_ec067ae0_9f8c896e-d28b-40a3-93f5-766d96a585c8\Report.wer","13110","2026-07-21 下午 08:35:12","2026-07-21 下午 08:35:12","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_dwm.exe_20c7bc933f735de63b1bbe9358d714535bf82a1_fed57774_b272c229-8856-4fad-a1d6-a982b10de244\Report.wer","15534","2026-08-09 下午 04:36:34","2026-08-09 下午 04:36:34","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_dwm.exe_7e52e872553285f0c2e1d764c42db7ae386d13a_fed57774_d5260101-997f-4fe6-8a85-323daefaea07\Report.wer","14258","2026-08-12 下午 07:00:12","2026-08-12 下午 07:00:12","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_dwm.exe_c3aec2e9d49fa051f31d351edaf2c949792b9d6_fed57774_0b2c60ba-7f01-4a91-bde7-b8374bc33b77\Report.wer","20614","2026-07-17 下午 06:31:29","2026-07-17 下午 06:31:29","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_dwm.exe_c3aec2e9d49fa051f31d351edaf2c949792b9d6_fed57774_12865802-e422-4f47-bd92-77e06edbdb42\Report.wer","19952","2026-08-07 下午 01:59:22","2026-08-07 下午 01:59:22","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_dwm.exe_c3aec2e9d49fa051f31d351edaf2c949792b9d6_fed57774_19cb80a6-ce91-4eb4-94d2-f632bcb42d86\Report.wer","20712","2026-07-23 下午 09:08:20","2026-07-23 下午 09:08:20","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_dwm.exe_c3aec2e9d49fa051f31d351edaf2c949792b9d6_fed57774_5b6e0127-8ad6-4c37-b4a0-a2d12d594e2c\Report.wer","20518","2026-07-16 下午 04:12:00","2026-07-16 下午 04:12:00","Archive, Compressed, NotContentIndexed"
"C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_dwm.exe_c3aec2e9d49fa051f31d351edaf2c949792b9d6_fed57774_72051315-21d1-4fc6-820e-841cd496caa5\Report.wer","19948","2026-08-07 下午 01:59:29","2026-08-07 下午 01:59:29","Archive, Compressed, NotContentIndexed"
