__source_pk,dt,id,account_type,gid,area,parentid,source_db,source_table,ods_table_name,sync_time
02fd15656c7abfbcd201e3813fddaf05,2026-07-23,21151,A,101,SuperTie7,21149,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
030b3b6ba3721617266876d3c9652d29,2026-07-23,43899,A,102,DragonOdd,43876,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
031de8723a0531e930e02ae1bd412219,2026-07-23,38828,A,102,TigerOdd,38827,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0329f9064c3a5ddf38a9ba02beea3ebe,2026-07-23,32804,A,101,SuperTie4,32802,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0372db911cb867de404524d716ea52c2,2026-07-23,19532,A,101,SuperTie8,19531,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
03a8f75589b37192af53cf5e505a8da2,2026-07-23,52682,A,102,DragonRed,52279,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
03b51557c7f820ae6883752f333300f1,2026-07-23,11659,A,101,SuperTie1,10729,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
03be9d9edd4abbd77f02312c7c38d7a5,2026-07-23,29869,A,101,SuperTie8,14305,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
03d3f0dcd5d67e5cbafddd9012bdfcd6,2026-07-23,50358,A,102,DragonBlack,50271,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
04286af5160f64fa77471eec8ecbb744,2026-07-23,14446,A,101,SuperTie5,14309,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
042a6f0881b61de04330d796bc5a1113,2026-07-23,50268,A,102,TigerRed,50261,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
04439aed47273eded6765852cd25e438,2026-07-23,23728,A,101,SuperTie3,23701,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
04561d856f4d6ef7543bfbd0f82979d1,2026-07-23,55665,A,102,DragonOdd,55663,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
04ec719e1b9124ee1769a9728a737f39,2026-07-23,50271,A,102,TigerEven,50261,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0521b0e6c796188b72dcc496b352faec,2026-07-23,23131,A,101,SuperTie9,19141,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
052edc5ec6b8f79f0cfd447dde6d2de1,2026-07-23,40072,A,101,SuperTie4,39538,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
05441d84cbcf7efdcf3893baa7015dd6,2026-07-23,49167,A,102,DragonBlack,46069,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0576f9f46eb073f2332b305f839a0ec0,2026-07-23,73097799,M,102,TigerRed,45156,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0579230982a951bdba3e8714e9a5f0ed,2026-07-23,43777,A,101,SuperTie0,19779,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
059be000c2bcf0f826af9c998e5f6916,2026-07-23,46733,A,102,TigerRed,46642,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
05a6db0bfe7b73ac555bfce3b57d0406,2026-07-23,55188,A,101,SuperTie2,55179,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
05bbd370e5abc11bf9e2a5f2e12f5f94,2026-07-23,35585,A,102,DragonBlack,35241,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
05cf3ca43a4dc9a408b4d5669990baaa,2026-07-23,35248,A,102,DragonBlack,35154,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
05d36668ac22e40114c6d828f6bbb9a9,2026-07-23,60033468,M,101,Big,42486,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
06013c42f235cc20600c49702c587236,2026-07-23,53237,A,101,SuperTie3,53236,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0608d841b333f62073e80c9bd2974b6e,2026-07-23,54718,A,102,DragonRed,54526,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
061a683ade9ab59b366b37a89ef05fce,2026-07-23,50451,A,102,TigerOdd,50273,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0625784ba440dfe9e98c12e4e1f9ee2e,2026-07-23,15329,A,101,SuperTie4,15328,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
063658b2992d02f2b9b2701bf97c60da,2026-07-23,35688,A,102,DragonRed,35548,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0665e081aa7b6dc50cabaaf3573acdc6,2026-07-23,43863,A,102,DragonBlack,43811,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0674aadb71618485c9fd0cf85d7fe5b3,2026-07-23,45072,A,102,DragonBlack,42492,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
06b99b4f198301c365d79c49666753f0,2026-07-23,51378,A,102,DragonBlack,50990,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
070b942651b0974799891c7e4b96ee81,2026-07-23,44307682,M,102,DragonBlack,38137,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
07238aefc9fe35f93162979db4cc05f7,2026-07-23,39150,A,102,TigerOdd,38830,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0727a8c2c7062287cfa9e741ddf03db1,2026-07-23,41030,A,102,DragonOdd,39167,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0750918c1705583b432f55c9653c8815,2026-07-23,47636,A,102,DragonRed,47634,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
075cc511ba68320c7b157acead786cba,2026-07-23,36016,A,102,DragonEven,35938,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
07689e194a10bf051c33fb6679bf7aa2,2026-07-23,35576,A,101,SuperTie0,35575,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
07d6b1d5224d079e1bf601b3669f0af8,2026-07-23,41003,A,102,DragonEven,41002,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
07e9762b74ed7c9f46f13c60bf5ab6c1,2026-07-23,41873,A,102,DragonRed,36598,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0812d98d0a6b97f5bd9f97c61a10544b,2026-07-23,39076,A,102,DragonEven,36339,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0853f1888a52e7910a2d0051e909da52,2026-07-23,35809,A,102,DragonEven,35154,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0880b19c2d2f98d8992fe6daac552a80,2026-07-23,36724,A,102,DragonRed,36549,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
089a7933dd25a7b4ee1b76cb132802b3,2026-07-23,11659,A,101,SuperTie6,10729,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
08aa6b0fab507df0ed41fb0b5e75b8f7,2026-07-23,23025,A,101,SuperTie1,4969,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
08bbfbaaa29281f7fffdedc2e0511e47,2026-07-23,40752,A,102,DragonEven,40751,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
08cff551940a5620d6dd2f0652567e11,2026-07-23,36440,A,102,DragonRed,35259,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
094774ea7ccb5edb020da89465826af0,2026-07-23,27092,A,101,SuperTie8,27016,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
09865be6cda0f637a58c958c0685728b,2026-07-23,41014,A,102,TigerEven,40864,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
099375ee1b6b4f6fc9ad2ef59919fbb7,2026-07-23,38825,A,102,TigerEven,38824,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0995d37eb025bcdaaf61dd22cb71ec03,2026-07-23,35576,A,101,SuperTie2,35575,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
09a1634b1c88f1e7052375aebf6fb5b6,2026-07-23,37697,A,102,TigerOdd,36726,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
09ef0a68251a864c77b45c4dfb7dd281,2026-07-23,41611,A,102,TigerEven,41516,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
09f2398d815fc7a4bdc07c7193719555,2026-07-23,45007,A,101,SuperTie0,44978,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
09fa0e2c68dcb6ac41c74728a85ce598,2026-07-23,36749,A,102,DragonBlack,36339,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0a28a71cb8af3895213703651136796a,2026-07-23,53236,A,101,SuperTie1,53235,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0aa979f9b61e6883e26e8d22a935ac0e,2026-07-23,52747,A,101,SuperTie4,52746,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0ac4b801ab7116c359d0848914b26f67,2026-07-23,52750,A,101,SuperTie5,52749,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0add01ce04320a2f0d84d34ff0293f70,2026-07-23,39815,A,102,TigerRed,39812,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0b15e6aac9134485cca9110c53afaba9,2026-07-23,53497,A,101,SuperTie6,53272,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0b1d7d0b739f815abfa5e5cf1cb5ec03,2026-07-23,52537,A,101,SuperTie1,47610,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0b2ca34e5afe939406e6f8e1d3e0a32f,2026-07-23,35308,A,102,TigerEven,35248,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0b3bdb9cac2d502297d0dd4c0201942f,2026-07-23,35511,A,102,DragonEven,35154,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0b4081be02097e8bd4157d995547d602,2026-07-23,36584,A,102,DragonBlack,36582,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0b64c90eb0c5625af95236d876486cfd,2026-07-23,33791,A,101,SuperTie8,19141,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0b7d73ffb0e7b5de6a8b1cd6173a572d,2026-07-23,10735,A,101,SuperTie1,10729,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0bd06d84d2174eef6a0c77a6b228c887,2026-07-23,36927,A,102,TigerEven,35548,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0bd92e45f7067fc8012c868fe78fa1c9,2026-07-23,40183,A,101,SuperTie2,40181,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0c005bb60c2475d4005cc1cbc273f446,2026-07-23,52841,A,101,SuperTie7,19141,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0c0395a83d37ffb59871308baa9314bb,2026-07-23,39944,A,102,TigerEven,36339,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0c09873a798057bb452b4813a2dd9a4c,2026-07-23,35938,A,102,DragonBlack,35603,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0c0cf9cb708a624ce2918277b1ebbf9f,2026-07-23,50261,A,102,DragonOdd,47434,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0c6bd3eacf23371c00da12793e62c86f,2026-07-23,50841,A,102,TigerRed,50840,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0ca3aaf0c74786cf8c582b34e5793f87,2026-07-23,958,A,101,SuperTie2,144,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0cb8a435114da6e5fddd5ad3cc402242,2026-07-23,39151,A,102,TigerOdd,39150,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0cbc6017a0a012fa928b4393ce25fe86,2026-07-23,48340,A,102,DragonOdd,47935,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0ccd39d6eda51efff82639abdaa0e298,2026-07-23,42333,A,102,TigerBlack,40135,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d1fea4ac51ff8e5388e23e8de372a07,2026-07-23,35639,A,102,TigerEven,35594,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d242e8095a89b189d9b311e2a3b63a9,2026-07-23,22826,A,101,SuperTie7,4969,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d40d83913e5a306ee50062470e9fe98,2026-07-23,36034,A,102,TigerRed,36015,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d50090b2b1db385cc7fa43ebdf823cb,2026-07-23,21556,A,101,SuperTie8,21555,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d647c1e6a5ffc8a7845848693026420,2026-07-23,41456,A,102,TigerEven,41335,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d7311de34175abfab6dc90a97dc4aa2,2026-07-23,28453,A,101,SuperTie1,23616,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d741e64120bcfcd7925510c5178c81f,2026-07-23,38388,A,101,SuperTie4,10729,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d8e00b57c0288bd0506e1fb5f2b6967,2026-07-23,48059,A,102,DragonEven,40857,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d9dafaf39b41dff52e3d9301d36cf42,2026-07-23,144,A,101,Lucky7,143,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0d9eb648f349878e02b9046efbe582a7,2026-07-23,7448,A,101,SuperTie3,7447,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0db4f71a2f4a98697a13ac672af09d63,2026-07-23,36363,A,102,TigerBlack,35503,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0de8f7487cd6dd508cdb186fed665ca6,2026-07-23,15754,A,101,SuperTie0,15747,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0e223dab9f440552b4a284106cf60f2c,2026-07-23,29733,A,101,SuperTie5,29732,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0e27d5bcd16cadd4b240c1098a3afae3,2026-07-23,42226,A,102,DragonRed,42225,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0e5726338765b76f35e1db609e0a0152,2026-07-23,50362,A,102,TigerOdd,50271,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0e58dda763d07b98d0ecf0758c3fba6b,2026-07-23,145266658,M,101,SuperTie3,55729,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0e8adcc36a1170771c2dfc843fdc1072,2026-07-23,50646,A,102,DragonRed,50261,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0ea655e785ca8a487b2885611e87e915,2026-07-23,34364,A,101,SuperTie3,30217,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0ed513d1f9749a7143f93b04c71adf5d,2026-07-23,35459,A,102,DragonRed,35238,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0ef26685ca0f5463aa0d5ff08c4a3b46,2026-07-23,55661,A,102,DragonOdd,35154,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0efa719f9179cc411d0b17219d0c0874,2026-07-23,46591,A,102,TigerEven,46319,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0f215fdb95dc5fc72c90036ed83479ad,2026-07-23,19404,A,101,SuperTie7,19403,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0f9ddca24b6368977dd415318dc87d82,2026-07-23,55732,A,102,TigerOdd,55576,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0fc57e0b3f45538e0c1ab9eddd20449f,2026-07-23,47572,A,102,TigerBlack,45259,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0fdb2d872614e1929b267c4fe3fbece4,2026-07-23,55303,A,101,SuperTie9,54526,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
0ff67a98ccdaa9aae68c933cc69df3a9,2026-07-23,49291,A,102,TigerRed,49182,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
100f148e2ddb614de433ece56f7b0768,2026-07-23,20434,A,101,SuperTie1,11659,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1018dd3beadf98a97d6236cbe0b6535b,2026-07-23,52772,A,102,DragonOdd,52622,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1033523a448d7a4b86e003121b6f3580,2026-07-23,44705,A,102,DragonOdd,44704,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
105e1c0a66f1e1770a624e458a76de96,2026-07-23,39163,A,102,DragonEven,35503,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
10726d4d44469d681fe7c2fa59bfb0d6,2026-07-23,53235,A,101,SuperTie7,53233,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
10754a5c4245a120aacac6c2ccd55a4c,2026-07-23,50062,A,102,TigerRed,50059,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
109f59f9680e2a2f0c882473954bfa55,2026-07-23,42927,A,102,TigerOdd,39167,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
10c795020033a8a37663636e5dc80cc1,2026-07-23,36712,A,102,DragonRed,36709,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
10ee45bb5952c45ea9bb4268de44cfc1,2026-07-23,55636,A,102,TigerOdd,40857,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1155b06616813f61b8e276619f56c140,2026-07-23,39435,A,101,SuperTie3,39434,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
115aeec9566f3560721010d20468040a,2026-07-23,47522,A,102,TigerRed,40857,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1174b843ea72394e4b48e78f17233f57,2026-07-23,45114,A,102,DragonRed,45055,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
117e57ddb3178de08ed3ab94fcf7f63e,2026-07-23,52945,A,102,DragonEven,0,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
119de53b9c03d90769d6bd92b87e7dfa,2026-07-23,28256,A,101,SuperTie8,14305,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
11d32ff8e1b505d081ea85fd9ac9702c,2026-07-23,36405,A,102,DragonEven,36395,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
11e484c6daf7c7353116d81e8f641696,2026-07-23,53120,A,102,DragonEven,53119,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1217a0f34e4cd918a83566edcbc17d33,2026-07-23,36798,A,102,DragonOdd,36749,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
12710e11ee9649ddecafad1f44dc1580,2026-07-23,23022,A,101,SuperTie1,4969,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1274cc013090aa55e0ea11eec075884e,2026-07-23,45096,A,102,DragonEven,45023,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
127742b8547aef25f695ca230247ff0c,2026-07-23,47822,A,101,SuperTie0,14305,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
127c158a178beabedb567798714467bf,2026-07-23,15747,A,101,SuperTie8,10729,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
127d8756ababf94cd9f6a0791724f3f6,2026-07-23,54428,A,102,DragonOdd,54421,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1295f8a8c6650f19a87e89811654871d,2026-07-23,39268,A,102,TigerRed,35503,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
12a8a600149a5d8db807292614b6bb77,2026-07-23,50449,A,102,TigerRed,50272,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
12aa93ada5d0f29e9c5f01c597a57896,2026-07-23,43333,A,101,SuperTie8,30274,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
12ccb4a0e3d5329a01f1a7576331ab94,2026-07-23,35950,A,102,TigerEven,35548,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
12e0fb12fc258918d4d9ecfcfea63be0,2026-07-23,31554,A,101,SuperTie0,10729,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1340180ce2584eca329d55ba7ed402c4,2026-07-23,36749,A,102,TigerBlack,36339,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
13406d39fc9297fa79e8803b89bb97cb,2026-07-23,38925,A,101,SuperTie9,19141,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1360616ad574bc7cd333ec6062c9ac87,2026-07-23,53510,A,101,SuperTie7,53509,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1364b75812795dcde97a57e7bc7a57ac,2026-07-23,36586,A,102,DragonOdd,35327,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
136990894bbe81063de94be1d3f24484,2026-07-23,52749,A,101,SuperTie5,52748,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
1395ac6155b9f61e66601b2e4caba585,2026-07-23,55775,A,102,DragonEven,0,a168,ban_bet_area,ods_a168_ban_bet_area,2026-07-23 04:00:06
