__source_pk,dt,mid,code,username,password,enable,createTime,source_db,source_table,ods_table_name,sync_time
dcd34a41fb5d0a57356fe7c8144dd5f4,2025-02-11,125940330,5031,wm_125940330,,Y,2025-02-11 20:01:44,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
43d2996374d6a443eda8445ec1078ff7,2025-04-20,129816068,5031,wm_129816068,,Y,2025-04-20 12:12:39,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
b74f4ee7a83379a31ed9c46ecf3205d7,2025-06-29,127157655,5031,wm_127157655,,Y,2025-06-29 15:04:09,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
c4939bbe77332d52dbaf1ec56770ed9f,2025-11-13,141981100,5031,wm_141981100,,Y,2025-11-13 01:18:47,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
3bf19399a00afa3cb9fc715595aa501c,2026-02-01,145622059,5031,wm_145622059,,Y,2026-02-01 11:55:31,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
a7deaddf8549493817020415ad9e851e,2026-04-30,148206355,5031,wm_148206355,,Y,2026-04-30 20:12:06,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
2f58fda2698342af08d612556d53d056,2026-06-09,151215470,5031,wm_151215470,,Y,2026-06-09 23:00:07,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
debea8aacf26cdec9da09e0606f910c5,2021-09-01,31393570,5008,wm_31393570,,Y,2021-09-01 21:51:57,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
183183a9284ddfaa4c4657eee78a541e,2021-10-23,32742503,5009,wm_32742503,,Y,2021-10-23 09:46:03,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
2862f01eb4c11e66b791f06b2ce34c4a,2021-12-24,35912064,5011,wm_35912064,,Y,2021-12-24 19:38:07,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
de7050cfa2688815da89e18ed232d201,2021-12-24,31592168,5011,wm_31592168,,Y,2021-12-24 10:16:37,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
375e944faf1433be9f55a3c34500ed56,2022-04-01,42057921,5009,wm_42057921,,Y,2022-04-01 17:41:33,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
55a1b40ee4183dd2a51536f3e44c84a7,2022-04-01,35389180,5011,wm_35389180,,Y,2022-04-01 21:49:16,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
574d9b7a3549ba69585f48d82a867f6a,2022-04-01,41698887,5009,wm_41698887,,Y,2022-04-01 22:43:14,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
a59410febe43c17f5aab7ac230009a79,2022-04-01,42075534,5009,wm_42075534,,Y,2022-04-01 20:07:04,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
40914c130544931fe6dc337beb76ec68,2022-03-02,39528430,5011,wm_39528430,,Y,2022-03-02 22:45:44,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
a9632d730078cc23ace1835619d5731f,2022-03-02,36063075,5011,wm_36063075,,Y,2022-03-02 23:05:00,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
144df2035ed16a01d00d98ca99125726,2022-05-15,42810579,5009,wm_42810579,,Y,2022-05-15 22:45:34,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
30c53f3de54cc239cb76edb60e40d37d,2022-05-15,35384692,5009,wm_35384692,,Y,2022-05-15 02:50:42,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
ec1139bf863f387a8b0e0065b9858d59,2022-05-15,44576401,5009,wm_44576401,,Y,2022-05-15 17:23:27,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
030657eeacc810e73cbc403f8100cb67,2022-06-03,45633611,5009,wm_45633611,,Y,2022-06-03 09:28:25,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
560a8c96f20b2b818ead385c55ab045d,2022-06-03,37754433,5009,wm_37754433,,Y,2022-06-03 17:21:00,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
99f4d615351b0a8d48c4ecec57d61d74,2022-06-03,45688800,5011,wm_45688800,,Y,2022-06-03 22:07:21,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
c6815052a2fc9bd2dc5d5e0c6662af53,2022-06-03,45625965,5011,wm_45625965,,Y,2022-06-03 01:34:39,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
862fe56e409c49a5b3f9b8054c5bb3c6,2022-07-29,49240695,5011,wm_49240695,,Y,2022-07-29 23:15:56,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
b467be8446dc8f7bf98a0fcae82f2e4b,2022-07-29,44237132,5009,wm_44237132,,Y,2022-07-29 22:25:58,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
be5109d18d07938beff26b5e4f2e958b,2022-07-29,35403814,5009,wm_35403814,,Y,2022-07-29 23:00:40,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
c8642a0be11c37f33c874bb4815f9469,2022-07-29,37583806,5009,wm_37583806,,Y,2022-07-29 16:51:20,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
2af98ca08e27c2aa6a24b62d77aefa71,2023-01-07,59945975,5011,wm_59945975,,Y,2023-01-07 23:05:41,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
9db1585a5f271c515869f41d38202d6a,2023-02-09,64567171,5011,wm_64567171,,Y,2023-02-09 20:56:39,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
e6454cf9184850f252f7c0ab9e10f276,2023-02-09,64519936,5011,wm_64519936,,Y,2023-02-09 03:56:21,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
e3eb2fc6ac309b362f1cedf97fdcfbec,2022-11-10,55784728,5011,wm_55784728,,Y,2022-11-10 21:32:03,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
26a02b01a1de737949f26569da3ee922,2022-12-19,60411466,5011,wm_60411466,,Y,2022-12-19 05:12:10,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
21c241c0ae8b5e164fbc962a206ee889,2024-12-06,122400091,5031,wm_122400091,,Y,2024-12-06 23:27:47,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
58c81d33550b8125a4cc8284ef27eb68,2024-12-06,122354861,5031,wm_122354861,,Y,2024-12-06 06:38:57,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
e33bcb8ff669b6e68e4450a21de91254,2024-12-06,122398964,5031,wm_122398964,,Y,2024-12-06 23:09:58,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
c7c5ac2700c7a5dd509a509d203b80d2,2025-01-12,124337770,5031,wm_124337770,,Y,2025-01-12 15:05:36,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
e7bf81f1e880ec1bedab4eac436b1baf,2024-12-19,123079876,5031,wm_123079876,,Y,2024-12-19 20:47:58,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
9c3c917cb22bf636e98272e75dfd4e4c,2025-02-02,125457077,5031,wm_125457077,,Y,2025-02-02 12:30:23,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
15a8a04a22b927b337af7756b9197062,2025-02-13,126042715,5031,wm_126042715,,Y,2025-02-13 18:03:27,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
6bb0de64d273079416a69e653b2e8d9d,2025-03-18,128002573,5031,wm_128002573,,Y,2025-03-18 15:36:26,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
7f9e0b5a8d3a4ff488ced3278a1b5c9b,2025-02-02,125444547,5031,wm_125444547,,Y,2025-02-02 04:32:59,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
8ab813ec20cf13250209858c1d5de1e5,2025-02-02,120640905,5031,wm_120640905,,Y,2025-02-02 20:23:43,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
a0eba7d60022ab6e5f52ee6fab4bbe42,2025-02-02,125447007,5031,wm_125447007,,Y,2025-02-02 06:35:21,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
9fff4b732525e4bf40be25fbaeb73299,2025-05-19,126832065,5031,wm_126832065,,Y,2025-05-19 19:07:28,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
23ff217135bb72a0c83ff147516db4f8,2025-05-03,130481469,5031,wm_130481469,,Y,2025-05-03 15:02:50,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
dd8e7ac80d6eabe202c0f13a1a2f95a6,2025-06-23,133405579,5031,wm_133405579,,Y,2025-06-23 14:16:55,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
9069ab9b9b7716c98870523641094bdb,2025-07-26,135502923,5031,wm_135502923,,Y,2025-07-26 15:27:25,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
9f2fa480f88305bf6879ce20310d8927,2025-11-06,141584068,5031,wm_141584068,,Y,2025-11-06 17:01:56,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
1c391d8d82dcecffb7d7daeb4bec34f5,2026-02-02,136438059,5031,wm_136438059,,Y,2026-02-02 13:59:04,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
9588708052a8c56e32957d1c42bce8c5,2026-02-02,124414436,5031,wm_124414436,,Y,2026-02-02 03:23:34,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
1af75a6e0e3193798d704e6055988653,2026-03-25,147778859,5031,wm_147778859,,Y,2026-03-25 23:46:54,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
faf4ff7e5cff994908eab86f74403691,2026-04-19,148879210,5031,wm_148879210,,Y,2026-04-19 19:01:32,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
701721eea44797c64b44e57af81d0942,2026-05-17,150160351,5031,wm_150160351,,Y,2026-05-17 13:49:48,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
cb4a7a13e3ef6df310c5586c32c1a10f,2026-07-16,153063709,5031,wm_153063709,,Y,2026-07-16 11:14:09,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
400d48dbf0e06188de039fba3ae75d8e,2021-11-24,35097806,5009,wm_35097806,,Y,2021-11-24 00:17:04,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
936f57e9875b958b518badb8053d8e6c,2021-11-24,35174080,5011,wm_35174080,,Y,2021-11-24 20:54:41,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
c6b55623741c356af12c42f71ad2b489,2021-11-24,35179845,5011,wm_35179845,,Y,2021-11-24 23:01:28,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
e88f1ad14c31369c858d42eb896c25f1,2021-11-24,32827547,5011,wm_32827547,,Y,2021-11-24 12:14:16,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
62f5b4f53aeca0a1ecb257584ed7d1a0,2022-01-10,37146224,5009,wm_37146224,,Y,2022-01-10 18:31:11,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
8fd2702da8c1049b81e9cb8e7b0548be,2022-01-10,37141373,5009,wm_37141373,,Y,2022-01-10 16:09:38,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
2cfcd270627723ec3d363df0f3d40a91,2022-01-05,22658230,5009,wm_22658230,,Y,2022-01-05 04:21:39,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
463b8422a7e080027c83ca9a22bd5b07,2022-01-05,35375752,5011,wm_35375752,,Y,2022-01-05 16:49:29,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
589d19136bc08509ef73c65400875987,2022-01-05,36945795,5011,wm_36945795,,Y,2022-01-05 22:11:17,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
dccb8fdf3e5fd7ac267332a3e4192fbb,2022-01-05,22916126,5009,wm_22916126,,Y,2022-01-05 01:45:18,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
169e72a85da7f569144b699539fc76a9,2022-02-14,38724126,5009,wm_38724126,,Y,2022-02-14 16:09:23,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
68ec0cfa95ade62026bc54a5e4f7cd02,2022-01-21,37312224,5009,wm_37312224,,Y,2022-01-21 11:25:50,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
7e8d337e1db8979f11dc519a6e60b287,2022-01-21,35375616,5009,wm_35375616,,Y,2022-01-21 21:58:00,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
98b585077345312d72375addaa3a0cfb,2022-01-21,21996093,5009,wm_21996093,,Y,2022-01-21 02:58:49,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
06ced5cae0aa9ae56336137a96495f20,2022-03-07,39765412,5009,wm_39765412,,Y,2022-03-07 07:13:35,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
2f1d480152421304237c90a6ddd99db7,2022-03-07,39764135,5009,wm_39764135,,Y,2022-03-07 05:49:05,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
dbfe1a0fd0c7236c6914319bdde39aaa,2022-03-07,39762043,5009,wm_39762043,,Y,2022-03-07 03:59:14,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
e2079cf6b53f099b7d6c9f1d557eca63,2022-03-07,35121159,5011,wm_35121159,,Y,2022-03-07 01:16:33,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
086f3c97fb141f64f0cb3447a449810b,2022-03-06,39704709,5009,wm_39704709,,Y,2022-03-06 04:16:25,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
44b9dcb7c5990360fc8a71d736eb9ab6,2022-03-06,37842302,5009,wm_37842302,,Y,2022-03-06 19:11:13,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
bf95c7c546b8dd56a5603f76f1beaa39,2022-03-06,39701893,5009,wm_39701893,,Y,2022-03-06 02:10:12,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
571b03c536b56cdd1760f75e0e71dc2e,2022-03-26,41424844,5009,wm_41424844,,Y,2022-03-26 14:39:39,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
723b602f25ec6965f0a31e0f19468825,2022-03-26,41406751,5009,wm_41406751,,Y,2022-03-26 10:01:47,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
d0af8ac8e8d4c0be9958057f1794e298,2022-03-26,35432418,5009,wm_35432418,,Y,2022-03-26 19:20:27,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
f1e0cbfbbfd9fac52f8f7a2322ded3b7,2022-03-26,41410311,5009,wm_41410311,,Y,2022-03-26 11:52:58,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
57961a68d2401d4594f124e7f18101a0,2022-03-23,35391663,5009,wm_35391663,,Y,2022-03-23 21:03:22,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
bb524a0f07a4121ef71c422ce413f7e5,2022-03-23,37044835,5009,wm_37044835,,Y,2022-03-23 05:38:34,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
0408493e22539683301365ff15029abc,2022-04-11,35773662,5009,wm_35773662,,Y,2022-04-11 15:47:20,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
12ecb4c3e15fdd1937a1a643ca943f43,2022-04-11,11785295,5009,wm_11785295,,Y,2022-04-11 20:05:46,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
244751f57dbc4734ae05820ccb540dd8,2022-05-07,44119904,5011,wm_44119904,,Y,2022-05-07 15:11:42,a168,member_partner_account,ods_a168_member_partner_account,2026-07-23 06:00:58
