member_id,ip_count,shared_ip_count,max_members_per_ip
136768486,1,1,4
147898038,1,1,15
142020963,1,0,1
146851604,1,1,7
62967669,1,0,1
128820445,1,0,1
145504124,1,0,1
147802233,1,1,3
147795628,1,1,26
123221133,1,0,1
147772090,1,1,3
147920551,1,1,9
147888858,1,1,3
145627809,1,1,2
147899319,1,0,1
147811284,1,0,1
96614548,1,0,1
141929930,1,0,1
147907602,1,0,1
147746060,1,0,1
147542454,1,0,1
147661937,1,1,4
147153153,2,1,7
147986951,1,1,2
138953397,1,0,1
147765574,1,1,4
147395488,1,1,2
147796130,1,0,1
145713236,1,1,4
146612247,1,1,4
147636615,1,1,5
147835619,1,0,1
126502288,1,0,1
147916435,1,1,4
147654041,1,0,1
147641768,1,1,2
147856268,1,1,3
147638806,1,0,1
147005030,1,1,2
122608695,1,1,8
131213444,1,0,1
147991804,1,1,3
147792009,1,1,10
147737247,1,0,1
147811038,1,0,1
147794364,1,1,3
147649185,1,0,1
144560565,1,0,1
147655786,1,0,1
147754607,1,1,9
147738117,1,0,1
147753418,1,1,2
147963308,1,1,2
115662487,1,1,2
145315138,1,1,5
147410801,1,1,5
147859729,1,0,1
147539754,1,1,2
147988113,1,0,1
147722205,1,1,7
144380108,1,0,1
147874016,1,1,2
147902083,1,1,2
147964294,1,1,7
114630126,1,1,2
133261159,1,0,1
147615895,1,1,3
147735418,1,0,1
67856937,1,0,1
147636151,1,1,7
147681451,1,1,4
145668918,1,1,4
122309826,1,1,3
147663802,1,0,1
147624951,1,1,11
108323371,1,1,2
147909247,1,0,1
128836093,1,1,3
143272887,1,1,8
147841819,1,1,6
147456019,1,1,12
147629923,1,0,1
147715487,1,0,1
147832997,1,0,1
92772950,1,1,4
147610593,1,0,1
147707787,1,0,1
147951728,1,1,3
147318242,1,1,3
147528152,1,1,2
148024060,1,0,1
147771346,1,0,1
142316707,1,1,3
142166416,1,0,1
147707029,1,1,2
147800231,1,1,5
147967090,1,1,5
147679150,1,0,1
147664549,1,0,1
121545951,1,0,1
147986741,1,1,5
147974833,1,1,4
147601710,1,0,1
147665177,1,0,1
147861729,1,1,5
136502465,1,0,1
147664985,1,0,1
41650873,1,0,1
147903010,1,1,2
53629402,1,1,3
111967682,1,0,1
89874139,1,1,2
143890582,1,1,2
147715499,1,0,1
100273236,1,0,1
134269814,1,1,2
147654909,1,0,1
147793494,1,0,1
147679549,1,1,2
147803635,1,0,1
147736064,1,0,1
148036792,1,0,1
143084464,1,0,1
147736560,1,0,1
147683319,1,1,4
147843904,1,1,3
147918670,1,0,1
148046413,1,0,1
147669129,1,1,5
11124045,1,0,1
147750646,1,1,4
147919452,1,1,7
142464473,1,0,1
147895578,1,1,2
147718848,1,1,3
130875023,1,1,2
142852798,1,1,2
147998127,1,1,2
147881007,1,0,1
67741878,2,0,1
146804325,1,1,2
147918565,1,0,1
106016326,1,1,2
143497981,1,0,1
121832232,1,0,1
147788163,1,0,1
147764159,1,1,3
147978690,1,0,1
147783603,1,0,1
147891539,1,0,1
133615250,1,0,1
147759787,1,0,1
148013829,1,0,1
137384019,1,0,1
147085727,2,1,3
147850341,1,1,2
147726716,1,0,1
147663325,1,1,2
147716854,1,1,2
143848482,1,0,1
146848965,1,1,5
147871377,1,0,1
147932615,1,0,1
135142859,1,1,2
146356635,1,0,1
147426729,1,0,1
147879840,1,1,6
147990750,1,1,2
145628488,1,1,2
147910539,1,1,43
147976582,1,0,1
148037472,1,1,8
147846591,1,0,1
113193069,1,0,1
147858363,1,1,6
147948664,1,1,4
144490809,1,0,1
147969810,1,1,16
144447907,1,0,1
147951466,1,1,4
147749108,1,1,2
136829028,2,2,3
147786143,1,1,7
148008151,1,0,1
147797197,1,1,2
142359875,1,0,1
147925755,1,0,1
147966537,2,0,1
145849314,1,0,1
147649134,1,1,3
146946517,1,0,1
137324690,1,0,1
147660508,1,0,1
147665330,1,1,2
147894497,1,1,3
147725063,1,0,1
147664647,1,0,1
147852153,1,1,2
147639542,1,0,1
147835815,1,0,1
147827998,1,1,2
147855622,1,0,1
148026011,1,0,1
145822066,1,1,3
96656364,1,0,1
147738748,1,0,1
66390145,1,1,5
102640505,1,1,5
147319649,1,1,8
146556188,1,0,1
77101752,1,1,3
144166226,1,1,4
147519374,1,1,15
147275498,1,0,1
145664867,1,1,5
147702120,1,1,3
146821067,1,1,3
147647701,1,1,2
147639851,1,1,3
147927515,1,1,3
98566978,1,0,1
147773908,1,1,2
147336335,1,0,1
147766804,1,0,1
40336776,1,1,2
147838966,1,1,2
124850562,1,0,1
142416116,1,1,2
148000491,1,0,1
145728878,1,1,7
147751667,1,1,2
147795592,1,1,12
127539282,1,0,1
147873064,1,1,6
147840300,1,1,2
146694171,1,0,1
147670803,1,1,7
146453860,1,0,1
147760561,1,0,1
145890804,1,0,1
147739466,1,1,2
148012400,1,1,10
148044323,1,0,1
74237114,1,1,8
147784781,1,1,3
147969857,1,1,16
147833536,1,1,41
147877175,1,1,39
147731009,1,0,1
77133680,1,0,1
146760209,1,0,1
147856897,1,1,2
145707963,1,0,1
55103857,1,0,1
147978768,1,1,2
147776764,2,0,1
147868573,1,0,1
147705868,1,0,1
147990763,1,0,1
145812932,1,0,1
147766723,1,0,1
100325732,1,1,3
84108693,1,0,1
148001461,1,1,2
147900757,1,1,2
147671889,1,0,1
147607530,1,1,2
147718038,1,1,4
147845132,1,0,1
147675528,1,1,2
147634404,1,0,1
147484584,1,0,1
128185832,1,0,1
139951657,1,1,3
147663997,1,0,1
146678754,1,1,2
65724265,1,1,3
147689658,1,0,1
147982638,1,0,1
147557595,1,1,3
110613313,1,0,1
126619316,1,1,2
146348467,1,1,4
147841752,1,0,1
147736427,1,0,1
145823514,1,1,2
147667595,1,1,2
148045260,1,0,1
66391824,1,0,1
147865995,1,0,1
144607039,1,1,2
32150066,1,0,1
97941270,1,1,7
147703762,1,1,2
147675467,1,1,18
144105321,1,1,14
142154276,1,1,2
146432122,1,0,1
147949028,1,1,2
147838910,1,0,1
94576902,1,1,2
147735267,1,0,1
147603629,1,1,3
147950602,1,0,1
142149531,1,0,1
146251851,1,1,3
147789496,1,0,1
28443515,1,1,6
87038742,1,0,1
147789598,1,1,2
146247024,1,0,1
147891523,1,1,9
146789146,1,0,1
120560114,1,1,4
147641430,1,0,1
147981872,1,0,1
134155843,1,0,1
147871271,1,1,2
147710148,1,1,7
147676300,1,0,1
142285524,1,1,2
147888644,1,1,4
147842669,1,1,3
147903299,1,1,2
147007860,1,1,4
144919434,1,0,1
147670494,1,0,1
147710144,1,1,3
147695980,1,0,1
147662599,1,1,5
147954220,1,1,11
147686098,1,0,1
147969941,1,1,7
147928443,1,1,21
95459968,1,1,2
147728446,1,1,3
147853175,1,0,1
132406389,1,0,1
147806274,1,1,5
147798761,1,1,6
144791777,1,1,13
147725378,1,0,1
148033787,1,1,2
147523984,1,0,1
102422916,1,1,4
147886899,1,0,1
137535162,1,0,1
131673603,1,1,9
136416631,1,1,4
88118099,1,0,1
147834213,1,1,4
147751253,1,1,2
147841504,1,0,1
147698297,1,1,3
146059401,1,1,11
147729706,1,0,1
147595785,1,0,1
128208620,1,1,3
147651973,1,1,5
146959574,1,0,1
130260211,1,1,3
147973962,1,1,6
146042099,1,0,1
147927786,1,1,2
111931251,1,1,2
147669193,1,1,3
140936396,1,1,2
147736664,1,1,2
146933996,1,0,1
147122178,1,0,1
123734580,1,0,1
145263026,1,1,151
145853429,1,0,1
147774463,1,1,2
147465966,1,1,3
147753430,1,0,1
147881816,1,1,3
147715134,1,0,1
146013920,1,0,1
132249629,1,1,140
148010805,1,1,6
146444097,1,1,4
147976301,1,1,3
137286799,1,1,16
142283751,1,0,1
147686213,1,0,1
147767152,1,0,1
147700264,1,0,1
90755721,1,0,1
145611061,1,1,2
141447203,1,1,2
143286804,1,1,14
148048946,1,0,1
121493826,1,0,1
147735629,1,0,1
147911829,1,0,1
142151970,1,1,4
105370391,1,1,3
147806357,1,1,2
147707336,1,0,1
148013308,1,1,3
147807623,1,1,5
147719324,1,0,1
145864320,1,1,2
147980852,1,1,6
147694947,1,1,5
147617878,1,0,1
145984518,1,1,2
147887542,1,0,1
107821205,1,1,2
147334490,1,0,1
147987407,1,1,2
148044022,1,0,1
123624184,1,0,1
147910749,1,1,2
122606536,1,0,1
145819355,1,1,2
143617861,1,1,2
144090515,1,1,6
147711154,1,0,1
147720692,1,0,1
147752990,1,0,1
147695526,1,0,1
147884018,1,1,3
147696450,1,0,1
147832395,1,0,1
147718477,1,1,2
147098364,1,1,6
147607147,1,1,8
147711513,1,1,2
147872177,1,1,3
147895892,1,1,7
124520927,1,0,1
147898210,1,0,1
131395507,2,0,1
147986405,1,1,7
146375381,1,1,10
146760550,1,0,1
133221092,1,0,1
147799265,1,0,1
146629551,1,0,1
147865098,1,0,1
132808638,1,1,2
147658715,1,1,4
142839413,1,1,4
147919122,1,0,1
147773883,1,1,2
107461739,1,1,6
147623125,1,1,8
147714045,1,1,4
143493151,1,0,1
69968931,1,1,8
147900244,1,0,1
147838103,1,0,1
140774723,1,0,1
147791666,1,0,1
45615900,1,1,2
147812316,1,0,1
147706406,1,1,11
110508554,1,0,1
147999325,1,0,1
147909483,1,1,4
147540416,1,1,8
147852586,1,0,1
122940090,1,0,1
147797263,1,1,2
147659350,1,0,1
148007427,1,1,2
147977972,1,0,1
147686825,1,0,1
133902251,1,1,4
148000738,1,1,4
144858387,1,1,4
147657087,1,0,1
96869218,1,1,2
147773997,1,0,1
104028759,1,1,5
147706722,1,1,2
148004597,1,0,1
147790519,1,1,6
147250465,1,1,19
98665979,1,1,2
81722870,1,1,48
148046419,1,0,1
142541042,1,1,2
147142470,1,1,3
147764458,1,1,8
147657055,1,0,1
148046559,1,1,4
147776951,1,0,1
18650166,1,1,3
147707052,1,0,1
147727491,1,1,2
146394059,1,0,1
113340520,1,1,47
147891186,1,1,6
121961598,1,1,28
147874780,1,0,1
148019745,1,1,2
141221221,1,1,2
147724970,1,1,3
148007164,1,1,2
136391582,1,0,1
145923281,1,1,6
147880253,1,1,23
140966807,1,0,1
146934557,1,0,1
147723523,1,1,9
147476964,1,1,3
96742892,1,1,4
112879788,1,0,1
133289162,1,0,1
147722614,1,1,5
79449152,1,1,3
147927855,1,0,1
146413479,1,1,2
133000397,1,0,1
147882127,1,0,1
139293855,1,0,1
148015303,1,0,1
147712371,1,1,5
147214937,1,1,276
147817139,1,0,1
137890460,1,1,3
146580146,1,0,1
132151498,1,1,2
147841445,1,1,6
146310052,1,0,1
147986786,1,1,5
115847664,1,0,1
141595675,1,1,9
147699058,1,0,1
147748224,1,1,3
147782071,1,1,3
147040195,1,0,1
147813245,1,1,5
121525490,1,0,1
141261682,1,1,2
147751507,1,1,2
147945943,1,1,3
147847653,1,1,5
131516441,1,0,1
147835361,1,1,2
147791606,1,1,76
147645747,1,0,1
139494172,2,0,1
146950402,1,0,1
148049288,1,0,1
147664239,1,1,2
147707797,1,1,4
147934458,1,1,2
147827107,1,1,8
147642011,1,1,3
147906205,1,1,2
134561981,1,0,1
147723259,1,0,1
77586557,1,0,1
147724643,1,1,8
135986851,2,0,1
137449630,1,0,1
132926051,1,0,1
145974894,1,1,16
147916632,1,1,3
127079270,1,0,1
135033309,1,1,4
147946971,1,1,3
147763083,1,1,12
121898062,1,0,1
116071304,1,1,2
145644506,1,1,6
148048318,1,0,1
147632328,1,1,4
147929705,1,1,5
147874928,1,0,1
85027695,1,0,1
147693367,1,1,4
147865692,1,1,7
147781602,1,1,2
147915833,1,0,1
144229973,2,0,1
148045090,1,1,10
147886009,1,1,2
147805877,1,1,2
147759567,1,0,1
94794524,1,0,1
147972201,1,0,1
108645969,1,1,10
147890825,1,1,2
147840107,1,1,2
147872846,1,1,18
147761841,1,1,56
6339682,1,0,1
106126853,1,0,1
147854977,1,1,2
146836933,1,1,4
147901913,1,1,13
147790102,1,0,1
138934503,1,0,1
147426778,1,0,1
129154514,1,0,1
147972388,1,0,1
147837642,1,0,1
146379466,1,0,1
146474736,1,1,5
144440134,1,0,1
121818478,2,2,5
147959670,1,1,2
147807184,1,1,2
147959633,1,1,7
147986540,1,0,1
147697544,1,1,2
146971596,2,1,6
147733717,2,2,5
147712919,1,1,6
146253611,1,0,1
139948541,1,1,4
141753534,1,0,1
148044056,1,0,1
147716768,1,1,3
114097628,2,0,1
148049054,1,0,1
147955297,1,1,3
147704519,1,0,1
143330784,1,1,7
147966287,1,1,14
144407989,1,0,1
147121245,1,1,2
148001370,1,1,13
142904330,1,1,3
147917825,1,1,4
148028522,1,0,1
147711028,1,1,4
107633839,1,1,31
105818213,1,1,4
147676788,1,1,13
147813832,1,0,1
145896384,3,3,2
98089496,1,0,1
147101339,1,1,3
147774014,1,0,1
147752423,1,1,6
139075207,1,0,1
147642398,1,1,2
147731906,1,1,5
146881102,1,0,1
147865842,1,0,1
145678710,1,1,3
148028311,1,0,1
147889795,1,1,5
141535724,1,1,2
147719424,1,0,1
147658851,1,0,1
147662650,1,0,1
147800052,1,1,4
137637177,1,1,3
147626592,1,1,3
147762757,1,1,2
147959679,1,1,6
147744908,1,1,2
147902416,1,0,1
147800137,1,1,2
147812969,1,0,1
147962749,1,1,2
148000993,1,0,1
147874922,1,0,1
145534455,1,0,1
147896453,1,0,1
136432445,1,1,4
147885166,1,0,1
147931055,1,1,9
138039256,1,1,2
147937618,1,1,4
81687204,1,1,2
148003534,1,1,19
147794570,1,1,2
106020850,1,0,1
145348084,1,0,1
116828005,2,2,2
147838717,1,0,1
148047108,1,1,4
141823829,1,0,1
147579536,1,0,1
147253883,1,1,19
109859851,1,0,1
147662422,1,0,1
96131613,1,0,1
148024650,1,1,5
147975198,1,1,39
147948620,1,1,21
147897103,1,1,7
147973960,1,1,6
142401299,1,0,1
147964857,1,0,1
145042419,1,1,2
147793768,1,1,10
147918799,1,1,3
109554473,1,0,1
147985536,1,1,4
66284855,1,0,1
125000976,1,0,1
147845058,1,1,3
147899795,1,1,2
148043449,1,1,2
144829716,1,0,1
147910408,1,1,3
147633237,1,0,1
147791323,1,1,2
144100414,1,1,4
145769891,1,0,1
131173733,1,0,1
122872982,1,1,2
83778714,1,1,4
147627592,1,1,2
147775095,1,1,2
147100621,1,1,2
147500846,1,1,6
143284705,1,0,1
147915394,1,0,1
143692195,1,0,1
147883391,1,1,2
147880890,1,1,3
135090336,1,1,7
147653275,1,1,4
147880612,1,1,3
148033714,1,1,2
50365854,1,1,2
147789772,1,1,2
147765549,1,1,2
147678981,1,0,1
147995539,1,0,1
143515031,1,1,13
147640999,1,1,3
117027479,1,0,1
134734160,1,0,1
147826216,1,0,1
129769653,1,0,1
141747378,1,1,5
97657543,1,1,2
147779009,1,0,1
147750862,1,0,1
147687204,1,1,12
140013973,1,1,5
147662551,1,0,1
147774698,1,1,5
147546324,1,0,1
147873468,1,1,4
147874038,1,0,1
147648019,1,0,1
133849007,1,0,1
6013005,2,1,3
121045217,1,1,5
147905738,1,1,2
147996069,1,1,16
133367625,3,1,151
146882220,1,0,1
105335553,1,1,2
148028808,1,0,1
148020307,1,1,7
147635741,1,0,1
147906428,1,0,1
147766738,1,0,1
147844134,1,0,1
147909348,1,0,1
125578091,1,0,1
147780119,1,1,7
147835947,1,1,2
145674140,1,0,1
141765367,1,1,2
148007616,1,0,1
147716081,1,0,1
147931749,1,1,112
142333651,1,1,6
147791208,1,0,1
147728597,1,0,1
147786661,1,0,1
146786885,1,0,1
147940092,1,1,2
147813901,1,1,2
147792940,1,1,2
147706218,1,1,25
147810737,1,0,1
136293129,1,1,2
143371338,1,1,2
147976016,1,0,1
140626448,1,0,1
147633997,1,1,4
143486423,1,0,1
132979233,1,1,3
118139703,1,0,1
147908131,1,0,1
147655488,1,1,11
127418746,1,0,1
145625221,1,0,1
143991479,1,1,7
144694884,1,0,1
147043472,1,1,2
147922460,1,1,14
147538220,1,1,4
147858502,1,0,1
147980513,1,0,1
102674450,1,0,1
147623104,1,0,1
147949942,1,1,3
147713998,1,1,2
144404423,1,0,1
131981420,1,1,2
147949554,1,0,1
147682560,1,0,1
145323131,1,0,1
147963877,1,0,1
121426428,1,0,1
143922259,3,0,1
147664643,1,1,2
147844701,1,0,1
122296831,1,1,4
148048153,1,0,1
135305471,1,0,1
147051401,1,0,1
147719274,1,1,5
116314796,1,1,4
147924459,1,0,1
126737711,1,1,3
123452728,1,0,1
147706352,1,0,1
147983826,1,0,1
147623335,1,1,7
148017452,1,1,7
146053439,1,1,2
147714758,1,1,2
147624530,1,0,1
147418581,1,1,3
138023036,1,0,1
133771926,1,1,151
147747018,1,0,1
144082362,2,0,1
139032178,1,1,28
147866002,1,1,2
127091758,1,1,2
147586799,2,2,3
147682605,1,1,2
147708392,1,0,1
147936278,1,1,2
147694485,1,0,1
147897442,1,1,3
147760517,1,0,1
147636556,1,1,2
65713822,2,0,1
147911238,1,1,10
120909121,1,1,4
147661539,1,0,1
147685024,1,0,1
147086389,1,0,1
143757457,1,1,5
123251641,1,0,1
147890352,1,1,7
147868491,1,1,3
139015826,1,1,3
145033915,1,0,1
137923305,1,0,1
27338082,1,0,1
147936844,1,1,2
148013281,1,0,1
144007210,1,0,1
146849854,2,2,2
147623797,1,1,2
147265525,1,1,98
88747638,1,0,1
147655329,1,1,2
128594687,1,0,1
147757360,1,1,5
60241150,1,0,1
119790728,1,1,9
146139311,1,0,1
147813634,1,0,1
147958644,1,0,1
147731846,1,0,1
147664065,1,0,1
147746660,1,1,11
138919685,1,0,1
146609633,1,0,1
147927455,1,0,1
77561693,1,1,2
147986921,1,0,1
147916286,1,1,9
147569340,1,0,1
144931012,1,0,1
147647811,1,0,1
131908369,1,1,5
147980864,1,0,1
144008371,1,1,2
142828059,2,0,1
147931531,1,1,2
145889576,1,0,1
140382203,1,1,2
131629820,1,0,1
146988678,2,1,2
146695610,1,1,276
27973510,1,0,1
147876285,1,0,1
127833840,1,0,1
106890016,1,0,1
147425757,1,0,1
147640393,1,1,11
142848405,1,0,1
142109455,1,0,1
147811893,1,1,2
147712263,1,0,1
147781486,1,0,1
147521686,1,0,1
148034069,1,0,1
147832978,1,0,1
147933120,1,1,4
125933126,1,0,1
103030466,1,0,1
128693162,1,0,1
143822519,3,3,4
148012797,1,0,1
118532036,1,0,1
126775074,1,0,1
148038593,1,1,3
147910447,1,0,1
143375801,1,1,2
147726568,1,0,1
142885087,1,0,1
147968234,1,1,3
147812262,1,1,5
130932887,1,1,11
147965804,1,0,1
147012220,1,1,2
119019865,1,1,2
135925837,1,0,1
136642593,1,1,3
147628720,1,1,3
140875700,1,0,1
147756721,1,0,1
134258516,1,1,3
147850398,1,0,1
136156642,1,0,1
147843033,1,1,6
141288986,1,1,7
72508773,1,1,2
145956629,1,0,1
147783682,1,1,2
147639981,1,1,3
143109561,1,1,3
147435123,1,1,2
147905833,1,1,3
147775762,1,0,1
147987385,1,1,5
147897007,1,0,1
132602235,1,1,3
132636617,1,1,28
148012166,1,1,5
122611150,1,0,1
25684427,1,1,5
147862715,1,0,1
147483318,1,0,1
147184274,1,0,1
66633253,1,0,1
129073760,1,1,2
147516532,1,1,2
125754885,1,0,1
114481366,1,0,1
147812784,1,1,11
126848345,1,0,1
144444705,1,1,3
147067838,1,1,5
16905059,1,0,1
147840979,1,0,1
147815160,1,0,1
146339464,1,0,1
147792276,1,0,1
123233051,1,1,2
147685374,1,1,5
147656913,1,0,1
144836199,1,1,2
130432693,1,1,69
120014725,1,1,7
130589116,1,0,1
143380285,1,0,1
147776056,1,1,2
137813478,1,0,1
145862327,1,0,1
148045603,1,1,2
147947370,1,1,2
147885790,1,1,3
147810894,1,0,1
147936532,1,1,4
93218932,1,1,140
147904581,1,1,35
147213502,1,0,1
147879940,1,1,3
147558172,1,1,5
147753706,1,0,1
130373775,1,0,1
143426251,1,0,1
147525192,1,1,3
147793543,1,1,2
137996779,1,1,3
99811021,1,0,1
148028429,1,1,3
147836842,1,1,3
147692220,1,0,1
148027832,1,0,1
147728520,1,0,1
147799508,1,0,1
147776856,1,0,1
146227224,1,1,5
147404009,1,0,1
147819711,1,0,1
147186369,1,1,17
98744330,1,0,1
147862425,1,1,4
148013090,1,1,4
147675783,1,0,1
147138551,1,0,1
147968043,1,1,5
147761560,1,1,3
147779891,1,0,1
148007816,1,0,1
142474663,1,0,1
147943877,1,1,2
147944663,1,0,1
147840523,1,1,2
147599141,1,1,4
147624765,1,1,4
147786084,1,0,1
147883683,1,1,7
147806958,1,0,1
145909640,1,1,4
147837211,1,0,1
145255587,1,0,1
135712035,1,1,3
127971668,1,0,1
147265727,1,1,3
145802571,1,1,2
140998785,1,0,1
147835903,1,1,6
147918619,1,1,3
64668009,1,0,1
146568687,1,1,8
148028428,1,0,1
137307255,1,0,1
146874914,1,1,4
147790875,1,1,2
97277903,1,0,1
142761385,1,0,1
106215809,1,0,1
147792185,1,0,1
147804760,1,1,3
139099721,1,1,2
146493366,1,0,1
147957114,1,1,19
97065194,1,1,3
143319448,1,0,1
147731399,1,0,1
142660924,1,0,1
147636844,1,1,3
147961457,1,1,2
127454186,1,1,2
147638991,1,1,2
113721682,1,1,3
111172241,1,0,1
147982320,1,0,1
147191184,1,0,1
147990367,1,1,7
145373465,1,0,1
145692614,1,0,1
147912436,1,1,112
147902342,1,1,2
147866481,1,1,2
131764302,1,0,1
103245876,1,0,1
147442539,1,0,1
147625772,1,1,5
144017471,3,3,13
145837643,1,0,1
47816671,9,9,7
147790850,1,1,2
104026611,6,1,3
147757942,1,1,4
132874727,18,15,8
142976172,2,0,1
23015492,7,0,1
147919300,1,1,4
146992782,4,3,15
147897277,1,1,16
146680539,2,1,2
123309697,18,2,2
113968341,2,2,2
144259335,9,7,6
147237086,11,5,4
140462580,7,6,14
147814940,1,1,7
46876644,6,1,4
147994764,1,0,1
134370272,7,2,6
129750256,5,4,4
147731144,1,1,4
146254744,18,14,17
145979115,4,1,2
131676865,15,2,2
144420520,5,5,13
145432713,2,0,1
137030995,10,0,1
147475989,10,1,2
147856708,1,0,1
145747771,1,1,2
143419616,15,3,2
132180245,13,7,6
143888662,29,19,16
147098369,1,1,10
132141166,7,5,4
147959935,1,1,2
147718464,1,0,1
25877816,4,1,2
147653127,1,1,6
147307178,1,1,4
130165265,20,5,2
135981316,10,3,8
80499351,35,6,3
147938883,5,4,6
128855266,2,2,13
93034295,6,5,12
147812441,2,1,6
147684263,1,0,1
96928507,3,3,4
147756424,1,1,3
147777561,4,3,6
134299851,2,2,6
99657123,10,4,4
136948430,1,0,1
147811854,5,4,7
147146984,1,1,2
58594578,11,7,5
142969561,11,6,3
146365602,5,4,11
133032846,20,13,5
14842656,17,14,7
137412242,23,11,3
144550257,95,0,1
144870077,24,20,8
147646250,20,0,1
70799849,12,10,15
147610611,2,0,1
132179727,16,7,2
146008512,6,6,13
128796953,8,1,2
147727040,1,1,3
146154470,3,0,1
132705278,2,0,1
142349530,1,0,1
147731013,2,2,5
147452844,3,0,1
130577203,15,8,4
148036972,1,0,1
146313910,21,11,7
105877638,19,12,7
143971746,23,16,9
147891349,1,0,1
117110686,6,1,2
144162423,5,3,5
147732629,13,10,3
146333657,1,0,1
