__source_pk,dt,id,gtype,set01,set02,set03,set04,set05,set06,set07,set08,set09,set10,set11,set12,set13,set14,status,sort,source_db,source_table,ods_table_name,sync_time
65b9eea6e1cc6bb9f0cd2a47751a186f,2026-07-23,105,105,"50000,5000000","50000,5000000","50000,1000000",,,,,,,,,,,,1,29,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
65ded5353c5ee48d0b7d48c591b8f430,2026-07-23,132,108,"5,500","5,500","5,165","5,50",,,,,,,,,,,1,4,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
66368270ffd51418ec58bd793f2d9b1b,2026-07-23,431,108,"100,30000","100,30000","100,10000","100,3000",,,,,,,,,,,1,41,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
70efdf2ec9b086079795c442636b55fb,2026-07-23,17,104,"100,10000","100,10000","100,5000","100,2000","100,1700","100,1250","100,850","100,750","100,600","100,450","100,350","100,200","100,200","100,100",1,20,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
73278a4a86960eeb576a8fd4c9ec6997,2026-07-23,113,107,"50,5000","50,5000","50,1250","50,1750","50,5000","50,5000","50,5000",,,,,,,,1,13,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
7380ad8a673226ae47fce7bff88e9c33,2026-07-23,497,101,"1,30000","1,30000","1,3750","1,2750","1,30000","1,7500","1,2750","1,6000","1,2750","1,1000","0,0","1,300","0,0",,1,67,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
851ddf5058cf22df63d3344ad89919cf,2026-07-23,614,105,"0,0","0,0","0,0",,,,,,,,,,,,1,1,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
85422afb467e9456013a2a51d4dff702,2026-07-23,526,103,"5,75000","5,75000","5,37500","5,15000","5,9400","5,6900","5,4500","5,2250",,,,,,,1,50,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
8597a6cfa74defcbde3047c891d78f90,2026-07-23,1119,106,"3000,300000","3000,300000","3000,40000","3000,20000","3000,15000",,,,,,,,,,1,23,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
8bf1211fd4b7b94528899de0a43b9fb3,2026-07-23,378,101,"2,5000","2,5000","2,500","2,500","2,3500","2,1250","2,500","2,1000","2,500","2,166","0,0","2,50","0,0",,1,3,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
8d3bba7425e7c98c50f52ca1b52d3735,2026-07-23,319,110,"70,7000","70,7000","70,7000","70,700","70,7000","70,700","70,700","70,700","70,350","70,250","70,250","70,250","70,140","70,70",1,14,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
8efb100a295c0c690931222ff4467bb8,2026-07-23,387,112,"2,5000","2,5000",,,,,,,,,,,,,1,2,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9431c87f273e507e6040fcb07dcb4509,2026-07-23,452,107,"20,30000","20,30000","20,10000","20,15000","20,30000","20,30000","20,30000",,,,,,,,1,39,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
950a4152c2b4aa3ad78bdd6b366cc179,2026-07-23,312,108,"70,7000","70,7000","70,2500","70,1000",,,,,,,,,,,1,12,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
979d472a84804b9f647bc185a877a8b5,2026-07-23,213,111,"10000,1000000","10000,1000000","10000,500000","10000,75000","10000,60000","5000,5000","5000,5000",,,,,,,,1,20,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9ad6aaed513b73148b7d49f70afcfb32,2026-07-23,583,128,"50,5000","50,5000",,,,,,,,,,,,,1,10,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9de6d14fff9806d4bcd1ef555be766cd,2026-07-23,350,101,"20,50000","20,50000","20,5000","20,5000","20,35000","20,12500","20,5000","20,10000","20,2500","20,3333","0,0","20,500","0,0","20,5000",1,13,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
a1d0c6e83f027327d8461063f4ac58a6,2026-07-23,42,103,"500,50000","500,50000","500,25000","500,10000","500,6250","500,4550","500,2950","500,1450",,,,,,,1,20,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
a8baa56554f96369ab93e4f3bb068c22,2026-07-23,142,110,"100000,10000000","100000,10000000","100000,10000000","100000,1000000","100000,10000000","100000,1000000","100000,1000000","100000,1000000","100000,500000","100000,300000","100000,300000","100000,300000","100000,200000","100000,100000",1,30,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
bca82e41ee7b0833588399b1fcd177c7,2026-07-23,380,103,"2,5000","2,5000","2,2500","2,1000","2,700","2,500","2,350","2,200",,,,,,,1,4,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c361bc7b2c033a83d663b8d9fb4be56e,2026-07-23,605,101,"1,1000000","1,1000000","1,1000000","1,1000000","1,1000000","1,1000000","1,1000000","1,1000000","1,1000000","1,1000000","0,0","1,10000","0,0",,1,75,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c7e1249ffc03eb9ded908c236bd1996d,2026-07-23,87,103,"50000,5000000","50000,5000000","50000,2500000","50000,1000000","50000,650000","50000,500000","50000,300000","50000,150000",,,,,,,1,33,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c86a7ee3d8ef0b551ed58e354a836f2b,2026-07-23,389,103,"5,5000","5,5000","5,2500","5,1000","5,700","5,500","5,300","5,200","5,500","5,500","5,500","5,500","5,500",,1,8,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
cb70ab375662576bd1ac5aaf16b3fca4,2026-07-23,243,105,"500,50000","500,50000","500,10000",,,,,,,,,,,,1,18,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d67d8ab4f4c10bf22aa353e27879133c,2026-07-23,39,102,"5000,200000","5000,200000","5000,25000","5000,200000","5000,200000",,,,,,,,,,1,34,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d6baf65e0b240ce177cf70da146c8dc8,2026-07-23,264,101,"1100,110000","1100,110000","1100,15000","1100,10000","1100,110000","1100,27500","1100,10000","1100,22000","1100,10000","110,3666","0,0","1,1100","0,0","100,10000",1,35,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d6ef5f7fa914c19931a55bb262ec879c,2026-07-23,1114,101,"3000,300000","3000,300000","3000,37500","3000,27500","3000,300000","3000,75000","3000,27500","3000,60000","3000,27500","3000,10000","0,0","1,3000","0,0","300,27500",1,39,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d81f9c1be2e08964bf9f24b15f0e4900,2026-07-23,345,113,"1000,100000","1000,100000","1000,20000","1000,2000",,,,,,,,,,,1,12,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
e19347e1c3ca0c0b97de5fb3b690855a,2026-07-23,1115,102,"3000,300000","3000,300000","3000,5000","3000,300000","3000,300000",,,,,,,,,,1,32,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
e2c0be24560d78c5e599c2a9c9d0bbd2,2026-07-23,203,104,"10,3000","10,3000","10,1500","10,600","10,500","10,400","10,250","10,250","10,200","10,150","10,100","10,60","10,50","10,20",1,10,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
e3796ae838835da0b6f6ea37bcf8bcb7,2026-07-23,281,103,"3400,340000","3400,340000","3400,170000","3400,70000","3400,45000","3400,30000","3400,20000","3400,10000",,,,,,,1,28,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
eba0dc302bcd9a273f8bbb72be3a687b,2026-07-23,484,101,"5,2000","5,2000","5,280","5,200","5,2000","5,500","5,200","5,400","5,200","5,66","0,0","5,20","0,0",,1,6,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
ec5decca5ed3d6b8079e2e7e7bacc9f2,2026-07-23,127,105,"1,100","1,100","1,20",,,,,,,,,,,,1,2,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
ef575e8837d065a1683c022d2077d342,2026-07-23,472,113,"10,50000","10,50000","10,10000","10,1000",,,,,,,,,,,1,27,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
fe73f687e5bc5280214e0486b273a5f9,2026-07-23,330,102,"70,7000","70,7000","70,1000","70,7000","70,7000",,,,,,,,,,1,18,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
ff4d5fbbafdf976cfdc032e3bde78de5,2026-07-23,506,102,"1000,3000000","1000,3000000","1000,400000","1000,3000000","1000,3000000",,,,,,,,,,1,65,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
006f52e9102a8d3be2fe5614f42ba989,2026-07-23,168,104,"100,5000","100,5000","100,2500","100,1000","100,850","100,650","100,450","100,400","100,300","100,250","100,200","100,100","100,100","50,50",1,19,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
00ec53c4682d36f5c4359f4ae7bd7ba1,2026-07-23,381,104,"2,5000","2,5000","2,2000","2,1200","2,1000","2,750","2,500","2,300","2,300","2,200","2,200","2,100","2,100","2,30",1,3,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
01386bd6d8e091c2ab4c7c7de644d37b,2026-07-23,348,113,"50000,5000000","50000,5000000","50000,1000000","50000,100000",,,,,,,,,,,1,16,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
02e74f10e0327ad868d138f2b4fdd6f0,2026-07-23,27,104,"200,20000","200,20000","200,10000","200,4000","200,3400","200,2500","200,1700","200,1500","200,1200","200,900","200,750","200,400","200,400","200,200",1,22,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
15d4e891d784977cacbfcbb00c48f133,2026-07-23,441,113,"100,50000","100,50000","100,10000","100,1000",,,,,,,,,,,1,22,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
248e844336797ec98478f85e7626de4a,2026-07-23,432,108,"100,50000","100,50000","100,16666","100,5000",,,,,,,,,,,1,42,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
2b8a61594b1f4c4db0902a8a395ced93,2026-07-23,515,111,"1,30000","1,30000","1,15000","1,2250","1,1800","1,150","1,150",,,,,,,,1,34,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
2bb232c0b13c774965ef8558f0fbd615,2026-07-23,523,105,"1,10000","1,10000","1,2000",,,,,,,,,,,,1,45,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
30bb3825e8f631cc6075c0f87bb4978c,2026-07-23,589,128,"3000,300000","3000,300000",,,,,,,,,,,,,1,16,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
35051070e572e47d2c26c241ab88307f,2026-07-23,495,112,"5,500","5,500",,,,,,,,,,,,,1,3,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
357a6fdf7642bf815a88822c447d9dc4,2026-07-23,337,112,"10000,1000000","10000,1000000",,,,,,,,,,,,,1,15,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
35f4a8d465e6e1edc05f3d8ab658c551,2026-07-23,78,102,"300000,30000000","300000,30000000","300000,3750000","300000,30000000","300000,30000000",,,,,,,,,,1,44,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
38b3eff8baf56627478ec76a704e9b52,2026-07-23,101,104,"2000000,200000000","2000000,200000000","2000000,100000000","2000000,40000000","2000000,34000000","2000000,25000000","2000000,17000000","2000000,15000000","2000000,12000000","2000000,9000000","2000000,7500000","2000000,4000000","2000000,4000000","2000000,2000000",1,45,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
3b712de48137572f3849aabd5666a4e3,2026-07-23,1122,110,"3000,300000","3000,300000","3000,300000","3000,30000","3000,300000","3000,30000","3000,30000","3000,30000","3000,15000","3000,10000","3000,10000","3000,10000","3000,6000","3000,3000",1,23,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
3c59dc048e8850243be8079a5c74d079,2026-07-23,21,101,"200,20000","200,20000","200,2500","200,1900","200,20000","200,5000","200,1900","200,4000","200,1900","200,666","0,0","1,200","0,0","20,1900",1,24,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
3def184ad8f4755ff269862ea77393dd,2026-07-23,125,102,"1,100","1,100","1,20","1,100","1,100",,,,,,,,,,1,2,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
3ef815416f775098fe977004015c6193,2026-07-23,85,103,"10000,1000000","10000,1000000","10000,500000","10000,200000","10000,150000","10000,100000","10000,100000","10000,30000",,,,,,,1,30,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
41ae36ecb9b3eee609d05b90c14222fb,2026-07-23,417,104,"200,100000","200,100000","200,50000","200,20000","200,17000","200,12500","200,8500","200,7500","200,6000","200,4500","200,4000","200,2000","200,2000","200,1000",1,52,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
432aca3a1e345e339f35a30c8f65edce,2026-07-23,318,110,"3400,340000","3400,340000","3400,340000","3400,34000","3400,340000","3400,34000","3400,34000","3400,34000","3400,17000","3400,12000","3400,12000","3400,12000","3400,6800","3400,3400",1,24,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
47d1e990583c9c67424d369f3414728e,2026-07-23,148,110,"5,500","5,500","5,500","5,50","5,50","5,50","5,50","5,50","5,25","5,20","5,20","5,20","5,10","5,5",1,4,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
48ab2f9b45957ab574cf005eb8a76760,2026-07-23,624,106,"0,0","0,0","0,0","0,0","0,0",,,,,,,,,,1,0,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
496e05e1aea0a9c4655800e8a7b9ea28,2026-07-23,305,107,"70,7000","70,7000","70,2000","70,2500","70,7000","70,7000","70,7000",,,,,,,,1,29,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
4c5bde74a8f110656874902f07378009,2026-07-23,182,107,"20000,2000000","20000,2000000","20000,500000","20000,700000","20000,2000000","20000,2000000","20000,2000000",,,,,,,,1,26,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
4e4b5fbbbb602b6d35bea8460aa8f8e5,2026-07-23,562,104,"1,15000","1,15000","1,7500","1,3000","1,2500","1,1875","1,1250","1,1075","1,850","1,625","1,500","1,300","1,250","1,100",1,57,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
4f6ffe13a5d75b2d6a3923922b3922e5,2026-07-23,382,105,"2,5000","2,5000","2,1000",,,,,,,,,,,,1,3,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
52720e003547c70561bf5e03b95aa99f,2026-07-23,361,113,"20,50000","20,50000","20,10000","20,1000",,,,,,,,,,,1,8,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
53c3bce66e43be4f209556518c2fcb54,2026-07-23,293,105,"70000,7000000","70000,7000000","70000,1400000",,,,,,,,,,,,1,30,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
555d6702c950ecb729a966504af0a635,2026-07-23,239,108,"1000000,100000000","1000000,100000000","1000000,33333333","1000000,10000000",,,,,,,,,,,1,35,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
58238e9ae2dd305d79c2ebc8c1883422,2026-07-23,342,113,"50,5000","50,5000","50,1000","50,100",,,,,,,,,,,1,9,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
5ef059938ba799aaa845e1c2e8a762bd,2026-07-23,118,106,"50000,5000000","50000,5000000","50000,625000","50000,312500","50000,250000",,,,,,,,,,1,28,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
5ef698cd9fe650923ea331c15af3b160,2026-07-23,366,104,"100,300000","100,300000","100,5000","100,5000","100,2000","100,5000","100,2000","100,2000","100,2000","100,2000","100,2000","100,2000","100,2000","100,2000",1,48,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
63923f49e5241343aa7acb6a06a751e7,2026-07-23,275,103,"1400,140000","1400,140000","1400,70000","1400,30000","1400,20000","1400,15000","1400,10000","500,500",,,,,,,1,25,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
647bba344396e7c8170902bcf2e15551,2026-07-23,545,108,"1000,3000000","1000,3000000","1000,1000000","1000,300000",,,,,,,,,,,1,51,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
67c6a1e7ce56d3d6fa748ab6d9af3fd7,2026-07-23,47,104,"5000,200000","5000,200000","5000,100000","5000,40000","5000,34000","5000,25000","5000,17000","5000,15000","5000,12000","5000,9000","5000,7500","4000,4000","4000,4000","2000,2000",1,34,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
698d51a19d8a121ce581499d7b701668,2026-07-23,111,107,"10,1000","10,1000","10,250","10,350","10,1000","10,1000","10,1000",,,,,,,,1,8,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
6c4b761a28b734fe93831e3fb400ce87,2026-07-23,157,102,"10,500","10,500","10,100","10,500","10,500",,,,,,,,,,1,8,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
6f3ef77ac0e3619e98159e9b6febf557,2026-07-23,210,111,"200,20000","200,20000","200,10000","200,1500","200,1200","100,100","100,100",,,,,,,,1,10,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
735b90b4568125ed6c3f678819b6e058,2026-07-23,67,101,"500000,50000000","500000,50000000","500000,6250000","500000,4550000","500000,50000000","500000,12500000","500000,4550000","500000,10000000","500000,4550000","500000,1666666","0,0","1,500000","0,0","50000,4550000",1,53,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
